Action,Bytes,Application,Bytes_Received,Bytes_Sent,Category,Destination_IP,Description,Destination_Port,Destination_User,Destination_Zone,Direction,Elapsed_Time,Event_ID,NAT_Destination_IP,NAT_Destination_Port,NAT_Source_IP,NAT_Source_Port,Packets,Protocol,Serial_Number,Session_ID,Source_IP,Source_Port,Source_User,Source_Zone,System
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,119093,172.24.16.203,1640,,CoreEth1-2_Zone,
alert,,web-browsing,,,private-ip-addresses,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,99078,172.24.16.203,1639,,CoreEth1-2_Zone,
alert,,web-browsing,,,web-advertisements,172.17.1.253,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,95408,172.21.17.233,61071,horry\btodd,CoreEth1-2_Zone,
alert,,ssl,,,private-ip-addresses,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,99078,172.24.16.203,1639,,CoreEth1-2_Zone,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,104525,172.24.16.201,1621,,CoreEth1-2_Zone,
alert,,web-browsing,,,shopping,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,100529,172.21.23.220,1075,,VAdmin-Building,
alert,,web-browsing,,,shopping,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,104293,172.24.16.201,1622,,CoreEth1-2_Zone,
allow,296,ping,296,296,any,172.17.1.3,,0,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,4,icmp,0003C102241,92686,172.24.10.109,0,,CoreEth1-2_Zone,
allow,740,ping,740,740,any,172.17.1.12,,0,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,10,icmp,0003C102241,105286,172.24.10.109,0,,CoreEth1-2_Zone,
allow,312,ping,312,312,any,172.21.1.213,,0,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,4,icmp,0003C102241,112446,172.21.21.180,0,,VAdmin-Building,
allow,312,ping,312,312,any,172.21.1.212,,0,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,4,icmp,0003C102241,104432,172.21.22.179,0,,VAdmin-Building,
allow,312,ping,312,312,any,172.21.3.162,,0,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,4,icmp,0003C102241,95253,172.21.21.180,0,,VAdmin-Building,
alert,,web-browsing,,,web-advertisements,172.17.1.253,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,91131,172.21.17.233,61076,horry\btodd,CoreEth1-2_Zone,
alert,,web-browsing,,,shopping,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,106981,172.21.23.220,1076,,VAdmin-Building,
alert,,web-browsing,,,shopping,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,109191,172.21.23.220,1077,,VAdmin-Building,
alert,,web-browsing,,,shopping,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,84467,172.21.23.220,1078,,VAdmin-Building,
alert,,web-browsing,,,shopping,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,105003,172.24.16.201,1623,,CoreEth1-2_Zone,
alert,,web-browsing,,,shopping,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,113755,172.24.16.201,1624,,CoreEth1-2_Zone,
alert,,web-browsing,,,shopping,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,111411,172.24.16.203,1641,,CoreEth1-2_Zone,
alert,,web-browsing,,,shopping,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,118789,172.21.23.220,1079,,VAdmin-Building,
alert,,web-browsing,,,computer-and-internet-info,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,81545,172.24.16.201,1625,,CoreEth1-2_Zone,
alert,,web-browsing,,,shopping,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,109637,172.24.16.203,1642,,CoreEth1-2_Zone,
alert,,web-browsing,,,web-advertisements,172.17.1.253,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,91131,172.21.17.233,61076,horry\btodd,CoreEth1-2_Zone,
alert,,web-browsing,,,unknown,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,93178,172.21.23.238,2796,,VAdmin-Building,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,242933,172.24.16.201,1626,,CoreEth1-2_Zone,
alert,,web-browsing,,,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,26758,172.24.16.201,1627,,CoreEth1-2_Zone,
alert,,web-browsing,,,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,100151,172.24.16.203,1643,,CoreEth1-2_Zone,
alert,,web-browsing,,,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,90925,172.24.16.203,1644,,CoreEth1-2_Zone,
alert,,web-browsing,,,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,111271,172.24.16.203,1645,,CoreEth1-2_Zone,
alert,,web-browsing,,,shopping,172.21.4.140,,8080,,VAdmin-ITConn,client-to-server,,,0.0.0.0,0,0.0.0.0,0,,tcp,0003C102241,115397,172.21.23.220,1080,,VAdmin-Building,
allow,1532,snmp,1532,1532,any,10.133.128.188,,161,,FWeth1-2_Zone,,53,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,60689,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,1532,snmp,1532,1532,any,10.133.69.145,,161,,FWeth1-2_Zone,,53,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,37040,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,1532,snmp,1532,1532,any,10.133.90.26,,161,,FWeth1-2_Zone,,53,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,94123,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,1532,snmp,1532,1532,any,10.133.98.198,,161,,FWeth1-2_Zone,,53,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,93690,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,1532,snmp,1532,1532,any,10.133.129.155,,161,,FWeth1-2_Zone,,53,,0.0.0.0,0,0.0.0.0,0,18,udp,0003C102241,88956,172.21.221.122,2339,horry\csmith,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,87791,172.24.10.103,2112,,CoreEth1-2_Zone,
allow,202,snmp,202,202,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100396,172.24.10.103,2113,,CoreEth1-2_Zone,
allow,200,snmp,200,200,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,99129,172.24.10.103,2117,,CoreEth1-2_Zone,
allow,184,snmp,184,184,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,94601,172.24.10.103,2119,,CoreEth1-2_Zone,
allow,1082,rtmpt,1082,1082,unknown,172.21.4.140,,8080,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,112805,172.21.23.210,3637,,VAdmin-Building,
allow,200,snmp,200,200,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,95226,172.24.10.103,2120,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,105239,172.24.10.103,2114,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,105705,172.24.10.103,2121,,CoreEth1-2_Zone,
allow,200,snmp,200,200,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,101207,172.24.10.103,2123,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,90531,172.24.10.103,2124,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,95214,172.24.10.103,2125,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,86204,172.24.10.103,2127,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,104301,172.24.10.103,2129,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,96579,172.24.10.103,2126,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,88785,172.24.10.103,2128,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,104601,172.24.10.103,2130,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,87719,172.24.10.103,2131,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,71558,172.24.10.103,2133,,CoreEth1-2_Zone,
allow,394,dns,394,394,any,172.17.1.252,,53,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,111746,172.21.1.211,55067,horry\jfoxworth,CoreEth1-2_Zone,
allow,184,snmp,184,184,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,98923,172.24.10.103,2134,,CoreEth1-2_Zone,
allow,181,snmp,181,181,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,80461,172.24.10.103,2132,,CoreEth1-2_Zone,
allow,184,snmp,184,184,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,105297,172.24.10.103,2135,,CoreEth1-2_Zone,
allow,188,snmp,188,188,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,87499,172.24.10.103,2136,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,98581,172.24.10.103,2137,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,98608,172.24.10.103,2138,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,95248,172.24.10.103,2142,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,90363,172.24.10.103,2141,,CoreEth1-2_Zone,
allow,184,snmp,184,184,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,82717,172.24.10.103,2140,,CoreEth1-2_Zone,
allow,181,snmp,181,181,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,97583,172.24.10.103,2143,,CoreEth1-2_Zone,
allow,202,snmp,202,202,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,108278,172.24.10.103,2144,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,94354,172.24.10.103,2146,,CoreEth1-2_Zone,
allow,200,snmp,200,200,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,43114,172.24.10.103,2147,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,89159,172.24.10.103,2148,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,86660,172.24.10.103,2149,,CoreEth1-2_Zone,
allow,6036,http-proxy,6036,6036,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,13,tcp,0003C102241,94037,172.24.16.201,4969,,CoreEth1-2_Zone,
allow,6413,http-proxy,6413,6413,business-and-economy,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,19,tcp,0003C102241,95905,172.21.32.135,3356,,VPlant-Building,
allow,4760,http-proxy,4760,4760,dead-sites,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,11,tcp,0003C102241,104928,172.24.16.203,4990,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,74245,172.24.10.103,2151,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,87795,172.24.10.103,2150,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,99019,172.24.10.103,2152,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100389,172.24.10.103,2153,,CoreEth1-2_Zone,
allow,184,snmp,184,184,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,97759,172.24.10.103,2154,,CoreEth1-2_Zone,
allow,190,snmp,190,190,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,89790,172.24.10.103,2157,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,86835,172.24.10.103,2158,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,86882,172.24.10.103,2160,,CoreEth1-2_Zone,
allow,181,snmp,181,181,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,90293,172.24.10.103,2161,,CoreEth1-2_Zone,
allow,198,netbios-ns,198,198,any,172.21.1.211,,137,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,83352,172.21.23.113,137,,VAdmin-Building,
allow,198,netbios-ns,198,198,any,172.21.1.212,,137,,VAdmin-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,89302,172.21.23.113,137,,VAdmin-Building,
allow,253,snmp,253,253,any,172.21.21.69,,161,,VAdmin-Building,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,70863,172.21.4.227,1053,,VAdmin-ITConn,
allow,5770,rtmpt,5770,5770,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,14,tcp,0003C102241,102333,172.24.16.203,4988,,CoreEth1-2_Zone,
allow,2362,http-proxy,2362,2362,news-and-media,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,86427,172.24.16.201,4973,,CoreEth1-2_Zone,
allow,2603,http-proxy,2603,2603,news-and-media,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,101045,172.21.32.135,3357,,VPlant-Building,
allow,273,dns,273,273,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,96866,172.21.31.129,64977,,VPlant-Building,
allow,276,dns,276,276,any,172.21.1.211,,53,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,47708,172.21.31.129,53800,,VPlant-Building,
allow,191,snmp,191,191,any,66.153.203.167,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,81494,172.24.10.103,2173,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,101357,172.24.10.103,2031,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100635,172.24.10.103,2021,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,87941,172.24.10.103,2033,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,92581,172.24.10.103,2032,,CoreEth1-2_Zone,
allow,202,snmp,202,202,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,81543,172.24.10.103,2034,,CoreEth1-2_Zone,
allow,179,snmp,179,179,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100620,172.24.10.103,2035,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,59027,172.24.10.103,2036,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,90227,172.24.10.103,2038,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,96095,172.24.10.103,2050,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,86623,172.24.10.103,2055,,CoreEth1-2_Zone,
allow,5201,rtmpt,5201,5201,unknown,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,13,tcp,0003C102241,109729,172.24.16.203,4985,,CoreEth1-2_Zone,
allow,1965,http-proxy,1965,1965,search-engines,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,96059,172.24.16.201,4968,,CoreEth1-2_Zone,
allow,2206,http-proxy,2206,2206,search-engines,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,12,tcp,0003C102241,100830,172.21.33.153,2559,,VPlant-Building,
allow,1255,http-proxy,1255,1255,business-and-economy,172.17.1.250,,8080,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,9,tcp,0003C102241,89572,172.24.16.203,4987,,CoreEth1-2_Zone,
allow,1432,http-proxy,1432,1432,business-and-economy,172.21.4.140,,8080,,VPlant-ITConn,,0,,0.0.0.0,0,0.0.0.0,0,11,tcp,0003C102241,92943,172.21.32.135,3355,,VPlant-Building,
allow,188,snmp,188,188,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,97859,172.24.10.103,2039,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,91251,172.24.10.103,2040,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100797,172.24.10.103,2042,,CoreEth1-2_Zone,
allow,181,snmp,181,181,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100789,172.24.10.103,2044,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,88869,172.24.10.103,2045,,CoreEth1-2_Zone,
allow,181,snmp,181,181,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,87242,172.24.10.103,2047,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,99771,172.24.10.103,2048,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,95386,172.24.10.103,2049,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,97453,172.24.10.103,2037,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,96661,172.24.10.103,2052,,CoreEth1-2_Zone,
allow,200,snmp,200,200,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,85234,172.24.10.103,2054,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,104913,172.24.10.103,2056,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,103584,172.24.10.103,2057,,CoreEth1-2_Zone,
allow,183,snmp,183,183,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,88238,172.24.10.103,2058,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,88396,172.24.10.103,2059,,CoreEth1-2_Zone,
allow,202,snmp,202,202,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,98215,172.24.10.103,2060,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,108828,172.24.10.103,2072,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,102187,172.24.10.103,2064,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100638,172.24.10.103,2065,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,19341,172.24.10.103,2067,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,108944,172.24.10.103,2068,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,100472,172.24.10.103,2081,,CoreEth1-2_Zone,
allow,181,snmp,181,181,any,66.153.203.142,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,97256,172.24.10.103,2070,,CoreEth1-2_Zone,
allow,191,snmp,191,191,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,101164,172.24.10.103,2073,,CoreEth1-2_Zone,
allow,181,snmp,181,181,any,66.153.203.143,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,95345,172.24.10.103,2062,,CoreEth1-2_Zone,
allow,182,snmp,182,182,any,66.153.203.144,,161,,FWeth1-2_Zone,,0,,0.0.0.0,0,0.0.0.0,0,2,udp,0003C102241,106752,172.24.10.103,2074,,CoreEth1-2_Zone,
