ClientIP,action,appclass,appname,client.ip,client.public_ip,client.transactiontime,clientpublicIP,clienttranstime,contenttype,dataSource.category,dataSource.name,dataSource.vendor,datetime,department,device.hostname,device.location,device.name,devicehostname,deviceowner,dlp.dict,dlp.engine,dlpdictionaries,dlpengine,event.type,event_id,file.class,file.security_descriptor,file.type,fileclass,filetype,hostname,http_request.length,http_response.length,httprequest.http_method,location,message,monitor,network_activity.activity_id,network_activity.app_name,network_activity.class_name,network_activity.severity,network_activity.status,network_activity.status_detail,network_activity.time,network_activity.type_name,network_connection_info.protocol_name,network_endpoint.dst_ip,network_traffic.bytes,pagerisk,policy.action_name,product,product.vendor_name,protocol,reason,refererURL,requestmethod,requestsize,responsesize,serverip,session,severity,status,thread,threatcategory,threatclass,threatname,timestamp,transactionsize,unscannabletype,url,url.categories,url.class,url.referer_url,url.resource_type,url.text,urlcategory,urlclass,urlsupercategory,user,user.department,user.email_addr,user.user_agent,useragent,vendor,vulnerability_details.category,vulnerabilitydetails.class,vulnerabilitydetails.title,weblog
8.8.8.8,Allowed,Business,AWS S3,10.0.0.2,203.0.113.3,65,10.0.0.8,49,Other,security,ZScaler,ZScaler,2024-01-28 15:13:46,fEmDdFm%39dLZfETFWbV,VM-DEV04-APP,EU-NORTH-1,GW-FW03-STAGE,-,Valkyrie Firestorm,Pmib,TJPa,-,oGHp,Other,6456456,None,tEol,None,None,None,DB-SQL03-TEST,9971,3625,NA,US-WEST-2,-,agentSyslog,7329260441934626821,Common Office 365 Applications,Business,0,NA,Allowed,2024-01-28 15:13:46,Other,SSL,203.0.113.1,29593,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.innovoid.space,NA,6952,9833,192.0.2.7,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500541702581248,63506,-,https://www.innovoid.space,Business and Economy,Business Use,https://www.ideapalooza.foundation,Corporate Marketing,https://www.quantalin.analytics,Corporate Marketing,Business Use,Business and Economy,Orion Lightningstrike,UlNqohD%49elxyrDBQxP,mike.anderson@mytestmail.org,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 EdgA/91.0.864.54",Zscaler,-,-,-,True
127.0.0.1,Allowed,WebSearch,Oracle Cloud,127.0.0.1,198.51.100.3,70,203.0.113.7,53,Other,security,ZScaler,ZScaler,2024-01-28 07:08:36,JoXNEiM%07cNjRaznSOh,GW-FW03-STAGE,EU-WEST-2,APP-APP01-PROD,-,Blaze Thunderstrike,xqti,somF,-,nSYr,Other,1231231,None,Ftea,None,None,None,SRV-WEB02-QA,772,428,GET,AP-SOUTHEAST-2,-,agentSyslog,7329135415211327492,Google Search,WebSearch,0,204,Allowed,2024-01-28 07:08:36,Other,HTTP,198.51.100.9,018,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.flimflam.biz,GET,097,410,192.0.2.2,log_session_5851206930156167106,3,204,log_8,None,None,None,1706500541702581248,711,-,https://www.synaptogen.synapse,Information Technology,Business Use,https://www.imaginariumlabs.io,Web Search,https://www.awesomium.awesome,Web Search,Business Use,Information Technology,Phoenix Emberstorm,RmUfiPJ%59SfLAQbIGPX,olivia.perry@testinginbox.xyz,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Zscaler,-,-,-,True
192.0.2.2,Allowed,General Browsing,Cloudflare,10.0.0.1,192.168.0.9,733,203.0.113.8,080,Other,security,ZScaler,ZScaler,2024-01-28 11:37:21,AdbXAab%48murwJuyxIE,FW-PALOALT02-SEC,SA-EAST-1,NAS-STOR01-UAT,-,Zara Midnightshadow,vxrv,Ofms,-,fimG,Other,3453455,None,ypUR,None,None,None,LB-LOAD02-DR,7534,1823,NA,EU-WEST-1,-,agentSyslog,7329204671785271301,General Browsing,General Browsing,0,NA,Allowed,2024-01-28 11:37:21,Other,SSL,10.0.0.9,42285,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.intellisphere.smart,NA,3218,9458,203.0.113.0,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500541702581248,06815,-,https://www.flimflam.biz,User-defined,Bandwidth Loss,https://www.synaptogen.synapse,SSL Bypass,https://www.quantalin.analytics,SSL Bypass,Bandwidth Loss,User-defined,Luna Moonshadow,yGKeWvG%28FdtNmindKj,jason.carter@tryoutmail.org,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0",Zscaler,-,-,-,True
10.0.0.7,Allowed,General Browsing,Adobe Creative Cloud,192.0.2.5,198.51.100.4,21,192.0.2.1,58,text/html,security,ZScaler,ZScaler,2024-01-28 00:42:29,XiCFJaj%82DPYWCYZCfn,FW-EX01-DEV,EU-WEST-2,NAS-STOR01-UAT,-,Zephyr Blaze,BQJj,WMaa,-,IAiG,text/html,3453455,None,EKKy,None,None,None,VM-DEV04-APP,102,885,GET,US-WEST-1,-,agentSyslog,7329035914186063874,General Browsing,General Browsing,0,200,Allowed,2024-01-28 00:42:29,text/html,HTTP,10.0.0.9,318,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.innovoid.space,GET,361,712,198.51.100.9,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541702581248,375,-,https://www.intellisphere.smart,User-defined,Bandwidth Loss,https://www.flimflam.biz,SSL Bypass,https://www.innovoid.space,SSL Bypass,Bandwidth Loss,User-defined,Luna Moonshadow,kpethnc%27cHmLBGKvAF,john.doe@example.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 YaBrowser/21.6.4 Yowser/2.5 Safari/537.36",Zscaler,-,-,-,True
172.16.0.9,Allowed,General Browsing,Oracle Cloud,198.51.100.5,192.0.2.7,082,198.51.100.4,621,Other,security,ZScaler,ZScaler,2024-01-28 06:02:35,qlyTjW%07FVsro,SRV-WEB02-QA,US-EAST-2,SRV-WEB02-QA,-,Zara Midnightshadow,vQYZ,oXWV,-,RKbU,Other,1231123,None,hbBy,None,None,None,LB-LOAD02-DR,7609,2693,NA,EU-WEST-2,-,agentSyslog,7329118402844164099,General Browsing,General Browsing,0,NA,Allowed,2024-01-28 06:02:35,Other,SSL,10.0.0.4,31010,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.ideapalooza.foundation,NA,9332,6676,203.0.113.7,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500541702581248,42472,-,https://www.quantalin.analytics,User-defined,Bandwidth Loss,https://www.intellisphere.smart,SSL Bypass,https://www.imaginariumlabs.io,SSL Bypass,Bandwidth Loss,User-defined,Valkyrie Firestorm,CTowXC%47rIsAk,kevin.green@placeholderemail.co,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Zscaler,-,-,-,True
203.0.113.2,Allowed,General Browsing,Salesforce,172.16.0.1,203.0.113.1,53,203.0.113.6,01,text/plain,security,ZScaler,ZScaler,2024-01-28 08:24:52,QpxnSXH%88UrXSjtBhzW,NAS-STOR01-UAT,AP-CENTRAL-1,GW-FW03-STAGE,-,Venus Starlight,uhad,gpgv,-,fDbL,text/plain,2342342,None,WGpP,None,None,None,VM-DEV04-APP,616,934,GET,EU-NORTH-1,-,agentSyslog,7329155068979052549,General Browsing,General Browsing,0,200,Allowed,2024-01-28 08:24:52,text/plain,HTTP,10.0.0.6,944,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.ideapalooza.foundation,GET,719,642,198.51.100.8,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541702581248,935,-,https://www.awesomium.awesome,Internet Communication,Business Use,https://www.quantalin.analytics,Internet Services,https://www.intellisphere.smart,Internet Services,Business Use,Internet Communication,Venus Starlight,nPFzRbk%72AuRCfEIlDQ,anna.hall@custommail.io,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.54 Safari/537.36 Edg/91.0.864.54","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/89.0",Zscaler,-,-,-,True
192.168.0.7,Allowed,General Browsing,Twilio,192.0.2.2,172.16.0.9,01,10.0.0.9,16,text/html,security,ZScaler,ZScaler,2024-01-28 06:45:30,LFJmjgu%47txgIDhazhH,VM-DEV04-APP,US-EAST-1,SRV-WEB02-QA,-,Blaze Thunderstrike,poFw,XDBM,-,YHzS,text/html,5234242,None,sFVS,None,None,None,DB-SQL03-TEST,406,482,GET,SA-EAST-1,-,agentSyslog,7329129462382198785,General Browsing,General Browsing,0,200,Allowed,2024-01-28 06:45:30,text/html,HTTP,192.168.0.5,277,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.quantalin.analytics,GET,565,114,172.16.0.6,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541702581248,531,-,https://www.imaginariumlabs.io,User-defined,Bandwidth Loss,https://www.awesomium.awesome,SSL Bypass,https://www.ideapalooza.foundation,SSL Bypass,Bandwidth Loss,User-defined,Orion Lightningstrike,nyUamzY%44onIXedHZCp,laura.moore@sandboxmail.co,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Zscaler,-,-,-,True
10.0.0.6,Allowed,General Browsing,Snowflake,172.16.0.2,172.16.0.2,1869662,8.8.8.8,5549398,Other,security,ZScaler,ZScaler,2024-01-28 02:43:43,hnlsJXF%62FpsnkYqTTL,VM-DEV04-APP,US-EAST-2,LB-LOAD02-DR,-,Ragnarok Shadowblade,LDMS,oKmK,-,wKks,Other,1231231,None,bLZm,None,None,None,GW-FW03-STAGE,5998,8808,NA,AP-SOUTHEAST-1,-,agentSyslog,7329067155523305474,General Browsing,General Browsing,0,NA,Allowed,2024-01-28 02:43:43,Other,SSL,10.0.0.2,7210,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.quantalin.analytics,NA,5274,4938,198.51.100.9,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500541702581248,3275,-,https://www.flimflam.biz,Business and Economy,Business Use,https://www.intellisphere.smart,Professional Services,https://www.intellisphere.smart,Professional Services,Business Use,Business and Economy,Nova Frostbane,sePMVpR%25iajwQKvzZd,bob.jones@example.com,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
198.51.100.4,Allowed,Mobile App Download,Zoom,192.0.2.5,192.0.2.1,43,198.51.100.1,72,text/plain,security,ZScaler,ZScaler,2024-01-28 12:15:46,cfXneVO%51zMWzFkDTkA,NAS-STOR01-UAT,ME-SOUTH-1,FW-PALOALT02-SEC,-,Thunder Hammerstrike,FbyL,OEnY,-,dCPV,text/plain,1231123,Archive Files,LrKM,GZIP,Archive Files,GZIP,DB-SQL03-TEST,2247,5853,POST,AF-SOUTH-1,-,agentSyslog,7329214571677876225,Google Play,Mobile App Download,0,200,Allowed,2024-01-28 12:15:46,text/plain,HTTPS,172.16.0.7,0894,0,Allowed,NSS,Zscaler,HTTPS,Allowed,https://www.synaptogen.synapse,POST,0333,4118,192.168.0.1,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541702581248,0660,-,https://www.ideapalooza.foundation,Internet Communication,Business Use,https://www.disruptionista.rebel,Internet Services,https://www.imaginariumlabs.io,Internet Services,Business Use,Internet Communication,Seraphina Dragonheart,cmmmzDV%36SGshyvMdyI,anna.hall@example.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 EdgA/91.0.864.54",Zscaler,-,-,-,True
1.1.1.1,Allowed,General Browsing,Adobe Creative Cloud,192.168.0.3,198.51.100.3,2,203.0.113.6,7,text/plain,security,ZScaler,ZScaler,2024-01-28 03:44:06,TqxzCxQ%99wrHsDbGkTV,SRV-WEB02-QA,ME-SOUTH-1,VM-DEV04-APP,-,Draven Nightshade,EmDi,kAhW,-,IxQK,text/plain,2342342,None,iFWv,None,None,None,GW-FW03-STAGE,426,875,GET,US-WEST-1,-,agentSyslog,7329082715708719105,General Browsing,General Browsing,0,200,Allowed,2024-01-28 03:44:06,text/plain,HTTP,198.51.100.7,870,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.disruptionista.rebel,GET,189,334,192.0.2.7,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541702581248,795,-,https://www.innovoid.space,Internet Communication,Business Use,https://www.ideapalooza.foundation,Internet Services,https://www.imaginariumlabs.io,Internet Services,Business Use,Internet Communication,Thunder Hammerstrike,LQEsQxN%46UOCkhyCzdI,kevin.green@example.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 YaBrowser/21.6.4 Yowser/2.5 Safari/537.36","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Zscaler,-,-,-,True
192.0.2.2,Allowed,WebSearch,SAP,203.0.113.2,192.0.2.5,29,10.0.0.8,50,Other,security,ZScaler,ZScaler,2024-01-28 11:06:27,YodNtik%25ltjpwWxnzl,GW-FW03-STAGE,EU-EAST-1,NAS-STOR01-UAT,-,Orion Lightningstrike,pWPY,EWZa,-,BzBy,Other,4564363,None,cnPX,None,None,None,LB-LOAD02-DR,161,479,GET,AP-SOUTHEAST-1,-,agentSyslog,7329196708338794499,Google Search,WebSearch,0,204,Allowed,2024-01-28 11:06:27,Other,HTTP,192.0.2.6,829,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.imaginariumlabs.io,GET,525,167,203.0.113.5,log_session_5851206930156167106,3,204,log_8,None,None,None,1706500541702581248,634,-,https://www.innovoid.space,Information Technology,Business Use,https://www.innovoid.space,Web Search,https://www.quantalin.analytics,Web Search,Business Use,Information Technology,Valkyrie Firestorm,jlKHXft%83mLvUzNyGoX,daniel.ward@virtualmail.io,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
192.0.2.3,Allowed,General Browsing,ServiceNow,198.51.100.3,203.0.113.9,94,192.0.2.5,79,text/plain,security,ZScaler,ZScaler,2024-01-28 20:04:57,zclqXfY%63KOPrXTdqaV,DB-SQL03-TEST,EU-CENTRAL-1,LB-LOAD02-DR,-,Crimson Tempest,yXef,Rhvl,-,cLNg,text/plain,3457345,None,pCsF,None,None,None,FW-EX01-DEV,788,894,GET,SA-EAST-1,-,agentSyslog,7329335479002595329,General Browsing,General Browsing,0,200,Allowed,2024-01-28 20:04:57,text/plain,HTTP,203.0.113.7,697,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.ideapalooza.foundation,GET,562,124,192.0.2.9,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541702581248,977,-,https://www.quantalin.analytics,Internet Communication,Business Use,https://www.synaptogen.synapse,Internet Services,https://www.disruptionista.rebel,Internet Services,Business Use,Internet Communication,Seraphina Dragonheart,LGHvGAD%25iCNxGHerzU,anna.hall@example.com,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
198.51.100.3,Allowed,General Browsing,GitHub,203.0.113.9,203.0.113.9,60,172.16.0.7,80,text/plain,security,ZScaler,ZScaler,2024-01-28 14:12:51,fglmcgR%24uPgQlJCoUf,FW-PALOALT02-SEC,EU-WEST-1,CLUSTER-DB05-INT,-,Draven Nightshade,EFWX,OmJa,-,EmYb,text/plain,3457345,None,ALgt,None,None,None,APP-APP01-PROD,011,187,GET,EU-WEST-1,-,agentSyslog,7329244744099364865,General Browsing,General Browsing,0,200,Allowed,2024-01-28 14:12:51,text/plain,HTTP,172.16.0.8,171,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.innovoid.space,GET,191,088,203.0.113.3,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541702581248,440,-,https://www.innovoid.space,Internet Communication,Business Use,https://www.imaginariumlabs.io,Internet Services,https://www.imaginariumlabs.io,Internet Services,Business Use,Internet Communication,Maximus Stormbringer,FkcQmIq%29rYfLhSVUWZ,jessica.clark@mockmailing.org,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.54 Safari/537.36 Edg/91.0.864.54","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
198.51.100.1,Allowed,WebSearch,Workday,192.168.0.1,198.51.100.9,44,10.0.0.4,95,Other,security,ZScaler,ZScaler,2024-01-28 04:31:19,XDMcTKA%91KNwNOJGNOj,VM-DEV04-APP,AP-SOUTHEAST-1,VM-DEV04-APP,-,Luna Moonshadow,KAak,WGHA,-,DCNq,Other,6456456,None,QAbB,None,None,None,NAS-STOR01-UAT,184,270,GET,SA-EAST-1,-,agentSyslog,7329094883601088513,Google Search,WebSearch,0,204,Allowed,2024-01-28 04:31:19,Other,HTTP,172.16.0.3,122,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.synaptogen.synapse,GET,589,416,198.51.100.9,log_session_5851206930156167106,3,204,log_8,None,None,None,1706500541718222592,543,-,https://www.flimflam.biz,Information Technology,Business Use,https://www.imaginariumlabs.io,Web Search,https://www.ideapalooza.foundation,Web Search,Business Use,Information Technology,Venus Starlight,ZLAKdmY%99HFioGyUSgf,lisa.brown@nonexistentmail.net,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90",Zscaler,-,-,-,True
192.0.2.1,Allowed,IT Services,ServiceNow,203.0.113.5,192.168.1.1,935,198.51.100.8,766,Other,security,ZScaler,ZScaler,2024-01-27 23:05:20,jJEHKc%81jCbFV,CLUSTER-DB05-INT,EU-NORTH-1,CLUSTER-DB05-INT,-,Ignatius Inferno,zqSa,wlAg,-,lLYa,Other,3453455,None,ejRc,None,None,None,VM-DEV04-APP,6619,71941,NA,US-WEST-1,-,agentSyslog,7329010878670372868,Microsoft Login Services,IT Services,0,NA,Allowed,2024-01-27 23:05:20,Other,SSL,203.0.113.0,93853,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.quantalin.analytics,NA,9855,22605,10.0.0.1,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500541718222592,83183,-,https://www.synaptogen.synapse,User-defined,Bandwidth Loss,https://www.ideapalooza.foundation,SSL Bypass,https://www.imaginariumlabs.io,SSL Bypass,Bandwidth Loss,User-defined,Ignatius Inferno,SlPefr%13gxBAT,mark.miller@yourtestmail.biz,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 EdgA/91.0.864.54","Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1",Zscaler,-,-,-,True
192.0.2.9,Allowed,System and Development,Dropbox,192.168.0.8,203.0.113.2,86044,172.16.0.9,90250,Other,security,ZScaler,ZScaler,2024-01-28 08:16:03,MyopLwx%56MdipwXmlLL,FW-PALOALT02-SEC,US-EAST-1,LB-LOAD02-DR,-,Ragnarok Shadowblade,Mbvy,TkaY,-,HolW,Other,1231123,None,sfHr,None,None,None,DB-SQL03-TEST,8338,4242,NA,CA-CENTRAL-1,-,agentSyslog,7329152796745596929,Microsoft Defender Advanced Threat Protection,System and Development,0,NA,Allowed,2024-01-28 08:16:03,Other,SSL,172.16.0.3,46654,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.disruptionista.rebel,NA,0417,4769,10.0.0.3,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500541718222592,79835,-,https://www.flimflam.biz,User-defined,Bandwidth Loss,https://www.quantalin.analytics,SSL Bypass,https://www.synaptogen.synapse,SSL Bypass,Bandwidth Loss,User-defined,Astra Solarflare,eLDUPoR%05rqVpNqVQWU,bob.jones@example.com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0,Zscaler,-,-,-,True
10.0.0.2,Allowed,General Browsing,Dropbox,172.16.0.3,203.0.113.3,55,8.8.8.8,11,text/html,security,ZScaler,ZScaler,2024-01-28 09:06:25,AoSPLAW%38CesxcDcgUG,APP-APP01-PROD,EU-NORTH-1,NAS-STOR01-UAT,-,Valkyrie Firestorm,fxRx,RmAY,-,kZnv,text/html,3453455,None,Zlhe,None,None,None,FW-PALOALT02-SEC,709,376,GET,US-EAST-2,-,agentSyslog,7329165776717021185,General Browsing,General Browsing,0,200,Allowed,2024-01-28 09:06:25,text/html,HTTP,8.8.8.8,184,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.ideapalooza.foundation,GET,580,035,192.0.2.1,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541718222592,298,-,https://www.quantalin.analytics,User-defined,Bandwidth Loss,https://www.ideapalooza.foundation,SSL Bypass,https://www.awesomium.awesome,SSL Bypass,Bandwidth Loss,User-defined,Celestia Thunderstorm,jorKFSP%36RENTYALsyu,anna.hall@example.com,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 EdgA/91.0.864.54",Zscaler,-,-,-,True
10.0.0.5,Allowed,General Browsing,Google Workspace,192.0.2.4,10.0.0.9,23,192.168.0.5,47,text/plain,security,ZScaler,ZScaler,2024-01-28 07:36:51,DAkvCBC%50wRONoPVwSZ,FW-PALOALT02-SEC,US-EAST-1,NAS-STOR01-UAT,-,Valkyrie Firestorm,stYi,GWgR,-,QHdz,text/plain,1231123,None,SUfH,None,None,None,FW-EX01-DEV,519,916,GET,US-WEST-2,-,agentSyslog,7329142695718223874,General Browsing,General Browsing,0,200,Allowed,2024-01-28 07:36:51,text/plain,HTTP,198.51.100.5,241,0,Allowed,NSS,Zscaler,HTTP,Allowed,https://www.awesomium.awesome,GET,331,360,10.0.0.9,log_session_5851206930156167106,3,200,log_8,None,None,None,1706500541718222592,557,-,https://www.quantalin.analytics,Internet Communication,Business Use,https://www.synaptogen.synapse,Internet Services,https://www.flimflam.biz,Internet Services,Business Use,Internet Communication,Nebula Stardust,mWystBV%46tMGrFzJaaW,chris.martin@example.com,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 OPR/77.0.4054.90","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 EdgA/91.0.864.54",Zscaler,-,-,-,True
192.168.0.4,Allowed,General Browsing,Datadog,192.168.0.2,192.168.0.1,721,198.51.100.1,266,Other,security,ZScaler,ZScaler,2024-01-28 04:39:56,BuDXSUT%40jbmiNCWDNULOpy,NAS-STOR01-UAT,EU-EAST-1,FW-PALOALT02-SEC,-,Blaze Thunderstrike,sCNr,Bmua,-,jHNJ,Other,1231231,None,zEFD,None,None,None,CLUSTER-DB05-INT,7848,0953,NA,AP-SOUTHEAST-2,-,agentSyslog,7329097104101933057,General Browsing,General Browsing,0,NA,Allowed,2024-01-28 04:39:56,Other,SSL,192.0.2.7,6016,0,Allowed,NSS,Zscaler,SSL,Allowed,https://www.intellisphere.smart,NA,1973,4869,203.0.113.9,log_session_5851206930156167106,3,NA,log_8,None,None,None,1706500541718222592,1069,-,https://www.intellisphere.smart,User-defined,Bandwidth Loss,https://www.intellisphere.smart,SSL Bypass,https://www.ideapalooza.foundation,SSL Bypass,Bandwidth Loss,User-defined,Maximus Stormbringer,ybipTTi%02AokhYgEgVjcpBT,bob.jones@fakecorp.net,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/91.0.864.54 Safari/537.36 Edg/91.0.864.54","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Zscaler,-,-,-,True
