correlationId,description,dhcid,dhcp_csv_parser,eventId,dnsRegError,Logfile/Deployment,ipAddress,hostname,macAddress,qResult,region,relayAgentInformation,vnedorClassASCII
,DNS Update Request,,true,30,0,dhcp.log,10.194.3.92,C-62MJ291.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.249.114.13,HNHW8Y1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.226.54,C-73G0Q91.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.100.234.26,C-94M1MF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.230.114.9,C-1B02Y4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.231.34.117,C-JZSGBP1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.114.59,C-2FLN971.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.199.82.13,C-4CTDCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.204.2.206,L-H7PD8W1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.233.82.8,C-D03F5M1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.250.98.3,C-9TLW15J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.194.2.125,C-2G8KJN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.229.2.195,C-3R2LPH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.82.18,C-94ZZ191.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.238.82.16,C-8HW14J1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.246.34.62,C-87V4TF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.0.75.133,C-6WYVPC1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.100.234.26,C-94M1MF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.102.90.19,C-3YHC091.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.130.48,C-5WZ6SF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.130.48,C-5WZ6SF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.146.135,C-BH7GFG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.18.138,C-FMGB3F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.18.138,C-FMGB3F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.19.111,C-HYD9XB1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.84,C-FDBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.240.82.41,C-44NDYH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.88,C-36GXFD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.248.98.13,C-542KNC1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.251.50.16,C-FY98JL1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.199.50.37,C-8SKSK71.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.199.82.13,C-4CTDCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.203.82.37,C-HZJJPN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.214.9.78,C-7WM61L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.222.2.166,C-GY8QDG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.229.2.190,C-4Q8ZSK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.230.114.19,C-6146MG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.64.194.54,C-20J11L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.101.34.19,C-6SNH12S.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.20.146.28,C-38P90F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.205.98.33,S-HPXW9G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.212.98.2,C-DQJ4GN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.46,C-BDYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.46,C-BDYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.84,C-FDBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.84,C-FDBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.130.24,C-HSYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.4,C-19RHMG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.251.34.21,C-9ZF56J1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.199.114.10,C-22JDFQ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.130.48,C-5WZ6SF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.146.135,C-BH7GFG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.228.146.9,C-FL7V0G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.228.146.9,C-FL7V0G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.229.130.252,C-6WWD4G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.231.2.52,C-6K5JBC1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.235.114.7,C-B5G9QH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.235.114.7,C-B5G9QH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.235.114.7,C-B5G9QH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.240.2.77,C-2L1JCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.7,C-8J9KFD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.88,C-36GXFD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.254.18.26,C-GQ11TR1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.63.114.12,C-B7X015J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.80.202.29,C-2UA4450LMY.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.203.82.0,C-4JC4JQ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.249.130.107,C-3Q0Q3G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.209.50.58,C-4DZK2C1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.210.7,C-32NDCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.220.3.51,C-7PTW15J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.230.114.19,C-6146MG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.241.114.12,C-5M0Q7B1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.249.50.3,C-GMKS0L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.218.4,C-FMYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.60.82.83,C-1XWBYB1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.62.146.60,C-3K8X3C1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.69.66.67,C-CKV5K71.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.104.82.106,C-90F56L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.226.18.19,C-J9L90F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.227.82.26,C-6PZVVR1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.231.66.68,C-3NBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.231.66.68,C-3NBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.235.50.198,C-JXYVFD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.239.82.39,C-CG4K6B1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.4,C-19RHMG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.226.11,C-21WTNH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.226.11,C-21WTNH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.226.11,C-21WTNH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.103.170.135,C-H9Y30L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.3.2,C-515J0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.217.18.1,L-5CB2281C9Z.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.225.2.75,C-74PBWR1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.240.2.77,C-2L1JCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.181,C-D7PJ0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.248.98.13,C-542KNC1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.100.146.20,C-4432Y4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.199.114.10,C-22JDFQ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.20.146.28,C-38P90F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.3.2,C-515J0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.3.2,C-515J0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.242.52,C-JZT4QN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.244.66.77,S-14PXNJ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.249.2.167,C-7CF5JJ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.249.2.186,C-1KX1Y4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.218.4,C-FMYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.194.2.114,C-DWS61L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.205.2.13,C-GWS2Y4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.130.48,C-5WZ6SF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.222.162.12,C-GFBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.222.162.12,C-GFBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.228.146.9,C-FL7V0G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.84,C-FDBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.235.130.45,C-36B9WG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.249.2.22,C-7J66KQ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.60.82.73,C-BZWBYB1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.197.82.13,C-7VYHYD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.222.2.33,C-76LW15J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.226.18.19,C-J9L90F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.226.18.19,C-J9L90F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.229.3.15,C-FLVJCH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.114.27,C-4YYFXD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.250.82.15,C-3YWDZF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.4.210.37,C-B99VLN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,192.168.132.43,C-5BHK5M1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.100.106.11,69JXVN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.198.2.164,C-5P2LJK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.227.18.79,C-D8J5JN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.250.82.15,C-3YWDZF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.250.82.15,C-3YWDZF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.252.2.34,C-DYX4K81.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.61.194.6,C-7MDRN91.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.63.98.15,CL-G7KN5M1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.68.130.2,C-GC024J1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.203.131.5,C-21HFFQ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.209.50.231,C-526MJN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.228.146.9,C-FL7V0G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.230.114.19,C-6146MG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.235.114.7,C-B5G9QH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.239.66.16,C-J6KC5C1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.242.18.44,C-5665JN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.242.34.12,C-F06FCP1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.98.17,C-HF94V4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.103.170.46,C-2KC5RL1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.2.99,C-DJKPHD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.210.7,C-32NDCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.225.2.84,C-52CQ9P1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.232.50.17,C-551QYK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.238.34.162,C-1YRJH11.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.240.2.77,C-2L1JCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.4,C-19RHMG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.249.130.107,C-3Q0Q3G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.61.66.22,C-5QP46J1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.63.2.7,C-BTPL7M1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,192.168.151.50,KM6A96D5.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.197.2.21,C-C0MKKK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.216.2.69,C-B66LKK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.46,C-BDYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.237.18.72,C-HBK91J1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.243.146.46,C-22YK6M1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.218.4,C-FMYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.62.18.55,C-GQ1TSR1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.212.2.84,C-5W4J0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.215.114.105,C-7XVYY71.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.222.162.12,C-GFBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.226.11,C-21WTNH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.103.98.78,C-7KZDZF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.3.2,C-515J0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.226.18.19,C-J9L90F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.231.66.68,C-3NBH0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.63.114.28,C-643KRB1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.192.66.6,C-BBS564J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.198.2.152,C-J1BY32S.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.229.130.161,C-7F1SLN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.232.2.40,C-4F09YH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.252.66.23,C-8DJ04J1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.3.218.4,C-FMYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.69.42.81,C-FQPCTK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.200.2.111,C-1TQCQ91.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.206.146.15,C-14K45L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.216.2.69,C-B66LKK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.242.66.11,C-3NRMFG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.62.34.27,C-J2WHV4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.196.98.1,C-2PKL6K1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.208.82.17,C-7R9NCH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.226.18.19,C-J9L90F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.226.2.49,C-7MF3GC1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.237.66.22,C-6NN3D91.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.242.66.11,C-3NRMFG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.244.50.134,C-CHJSJK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.248.82.18,C-24TPGH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.250.82.15,C-3YWDZF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.114.27,C-4YYFXD1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.237.2.253,C-3JKXMN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.4.50.21,Kindergarten2.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.232.2.40,C-4F09YH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.2.19,C-7312Y4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.102.42.30,C-52FWR4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.210.22,C-21NDCF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.244.130.29,C-3D3D071.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.248.82.18,C-24TPGH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.248.82.18,C-24TPGH1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.62.34.27,C-J2WHV4J.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.81.90.7,C-H2TLQJ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,192.168.151.46,95M71L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.102.42.10,C-DSBFZB1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.2.106.10,C-BG228J1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.2.65,C-F0YBTF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.206.146.15,C-14K45L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.222.2.166,C-GY8QDG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.230.2.20,C-4LYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.242.146.81,C-9YGPKC1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.21.98.5,C-FLKHNN1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.226.98.5,S-DBBPPL1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.103.218.73,C-FS871L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.227.2.115,C-19PFKF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.230.2.20,C-4LYB0F1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.234.18.90,C-5S3QDK1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.0.77.166,C-F2G9MJ1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.103.218.73,C-FS871L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.192.2.68,C-958JVG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.2.65,C-F0YBTF1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.238.34.17,C-630CX81.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.242.66.11,C-3NRMFG1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.101.114.33,C-5GWB1L1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.202.35.83,C-4KLS0G1.tdsb.on.ca,,6,us-west-2,,
,DNS Update Request,,true,30,0,dhcp.log,10.208.82.17,C-7R9NCH1.tdsb.on.ca,,6,us-west-2,,
