activity_id,activity_name,actor.authorizations[0].policy.uid,actor.session.uid,app_name,bandwidth,category_name,category_uid,class_name,class_uid,connection_info.direction_id,connection_info.protocol_num,dataSource.category,dataSource.name,dataSource.vendor,device.domain,device.name,device.uid,dst_endpoint.interface_name,dst_endpoint.ip,dst_endpoint.location.country,dst_endpoint.port,duration,durationdelta,event.type,message,metadata.log_name,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.uid,metadata.version,metric,monitor,observables[0].name,observables[0].type,observables[0].type_id,observables[0].value,observables[1].name,observables[1].type,observables[1].type_id,observables[1].value,path1,rcvdpktdelta,sentpktdelta,session,severity,severity_id,src_endpoint.interface_name,src_endpoint.ip,src_endpoint.location.country,src_endpoint.port,src_endpoint.svc_name,status_detail,tag,thread,time,timestamp,timezone_offset,totalsession,traffic.bytes_in,traffic.bytes_out,traffic.packets_in,traffic.packets_out,type_name,type_uid,unmapped.action,unmapped.addr,unmapped.appcat,unmapped.cpu,unmapped.date,unmapped.devid,unmapped.devname,unmapped.disk,unmapped.disklograte,unmapped.dstintfrole,unmapped.fazlograte,unmapped.freediskstorage,unmapped.interface,unmapped.level,unmapped.logdesc,unmapped.mem,unmapped.msg,unmapped.policytype,unmapped.rcvddelta,unmapped.sentdelta,unmapped.setuprate,unmapped.srcintfrole,unmapped.sysuptime,unmapped.total,unmapped.trandisp,unmapped.type,unmapped.used,unmapped.vd,unmapped.waninfo,value
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,SBjCsVZw,,,log_session_1359829409504894835,3,,,,,,,,logVolume,metalog,,1722176760032056032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3951
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,GufmVdXPz,,,log_session_1359829409504894835,3,,,,,,,,logVolume,metalog,,1722176760032065862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
6,traffic,1,4e09f1c4-2999-451c-9426-15a9e254e23d,DocuSign,,Network Activity,4,Network Activity,4001,5,04,security,FortiGate,Fortinet,rBmL,LB-LOAD02-DR,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,SYSJ1,198.51.100.1,nxSbEuJc,514,092,883,traffic,-,local,1722176929911701645,FortiGate,Fortinet,d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,3.4.7,,agentSyslog,ecX_AOKlChCS.LJ,Rd RKoacPI,0,976.43.71.68,AGX_HRFBIhFz.ls,wo rzxBoYX,6,995.86.73.95,,8,9,log_session_6649948535594099433,3,99,MuUe,203.0.113.5,United States,40506,kFnTMI,,,log_2,2628886081920,1722176929911701645,-740,,0,5866,9,09,Network Activity: Traffic,400106,accept,,trmxpJkbA,,1291-24-51,,,,,asLodaLan,,,,notice,,,,,8,0818,,vhDNmJhiX,,,WTJS,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,qfhqETeO,,,log_session_1359829409504894835,3,,,,,,,,logVolume,metalog,,1722176940017284412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,YUjnYjHKa,,,log_session_1359829409504894835,3,,,,,,,,logVolume,metalog,,1722176940017294241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
99,system,,,,8/6,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722176984756339435,FortiGate,Fortinet,8b201ded-12c1-4a3b-8a36-df548fa0a745,3.9.3,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,7182936342817,1722176984756339435,-723,3,,,,,Base Event: Other,99,perf-stats,,,1,3072-28-72,UMzoUq-L854SQwxZ,SvVRrg-f906KWtNU,6,8,,8,52741,,notice,MdLZsG unZADVHBUZH ioLxgdGGBu,24,"iQORFovUpcS jcPEAeDEkY: XaVTlgw WNQ: 4, YNwSjz:  21, bfOiuWnwIK XRijMkUZ:  0, hEgaT-rixU: 3",,,,3,,951277,,,kiTlK,,XtRC,e/E,
6,traffic,1,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,ZenDesk,,Network Activity,4,Network Activity,4001,6,8,security,FortiGate,Fortinet,TAOo,CLUSTER-DB05-INT,c4f78908-3834-4e96-8d5b-5a9b4b671951,TlIf,172.16.0.8,sCvaQSje,80,9,,traffic,-,local,1722176985831705560,FortiGate,Fortinet,04c6f792-cda4-4f9b-95e8-d0edf8dfbe5a,2.5.3,,agentSyslog,Oku_qVaqdwch.Es,QZ caqMIOy,4,155.7.2.0,tbW_oDaYyJbI.PE,BK LMdSexD,7,228.9.8.9,,,,log_session_6649948535594099433,3,99,Tnft,198.51.100.8,Germany,38743,TtKv,,,log_2,2606238923392,1722176985831705560,-665,,989,677,7,8,Network Activity: Traffic,400106,close,,TnJPJAozJ,,0013-91-34,,,,,GIjHRAEgf,,,,notice,,,,,,,,zvDSijEMT,,,BtEM,,,,,
99,system,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722176993034990426,FortiGate,Fortinet,42d0d22a-7f8a-4966-9754-257b6e525eb4,2.9.6,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,1,,,,,,,,log_2,2138386181749,1722176993034990426,-163,,,,,,Base Event: Other,99,,,,,8011-72-33,hiePle-L524eTGjg,vXfNpF-B712wxHpo,,,,,,,information,nFQi UqfLeH ACLgn WrjoVZX,,"rCZKDYfJR FrJZ2 QzJs J KlQJ rGrit, we:555.91.18.96, jOEw:992.921.894.8, IiXGEMs:960.11.86.3, fsYRv JfKxxdL:aBd Ukp 62 70:79:46 6009",,,,,,,,,ELuKu,,THUM,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,CJZIizyv,,,log_session_1359829409504894835,3,,,,,,,,logVolume,metalog,,1722177000056087470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2883
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,AVPCCWPUm,,,log_session_1359829409504894835,3,,,,,,,,logVolume,metalog,,1722177000056167862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
6,traffic,1,0eaf3430-0ea6-48f4-9604-e0a2f07e5b6d,Twilio,,Network Activity,4,Network Activity,4001,8,96,security,FortiGate,Fortinet,gtXW,DB-SQL03-TEST,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,TLKO,198.51.100.1,alRUNUZH,68,530,,traffic,-,local,1722177169921695046,FortiGate,Fortinet,86f6b5dd-b08b-4d69-a20c-853dbf1c014a,7.9.1,,agentSyslog,uDq_tXZWqVgi.Oy,Pr KMoSexa,6,161.34.89.2,Paf_GMSvOaAc.Ch,wT lrKZGhk,5,530.60.55.31,,,,log_session_6649948535594099433,3,99,YgUC7,192.0.2.9,Canada,52,qmkH,,,log_2,0816956930700,1722177169921695046,-312,,7,472,1,4,Network Activity: Traffic,400106,accept,,TgfzbPlOH,,5428-37-54,,,,,TGLBFFtka,,,,notice,,,,hackg-ku-BsLXle,,,,GqDJAsmLB,,,ZeWX,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,EEAqXoLf,,,log_session_1360832736339928265,3,,,,,,,,logVolume,metalog,,1722177180015865793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,LkFpcWVMh,,,log_session_1360832736339928265,3,,,,,,,,logVolume,metalog,,1722177180015900591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
99,connector,,,,,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,connector,-,connector,1722177241278830188,FortiGate,Fortinet,5b6359b4-7600-4b58-9c63-e06b23f9ab87,6.0.9,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,1,,,,,,,,log_2,6922483875951,1722177241278830188,-236,,,,,,Base Event: Other,99,,uCYeOt_nME_MQLsAytUeM_nuJoSNF,,,1826-31-17,ZWxXGH-p932OlmPu,axteAn-a565PTjId,,,,,,,information,nLAopTT fYeFvrh SGAZJko.,,wSBLcSI ZgE QTqbsS_pJA_gxHgQtgSMF_vWRIkCt,,,,,,,,,CQToc,,YfEs,,
6,traffic,8,f073c7e0-8646-4f9a-90a2-1f02c051b289,Slack,,Network Activity,4,Network Activity,4001,2,11,security,FortiGate,Fortinet,rCed,VM-DEV04-APP,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,oEqg6,172.16.0.2,uHfPHf OsFfWj,123,975,,traffic,-,local,1722177245431697591,FortiGate,Fortinet,0c8a1a13-61a1-4fb2-aa4a-c5fbaa5c06ae,9.0.5,,agentSyslog,pSA_NWloWNNW.XK,Ii QFkYQIo,5,680.88.51.55,Fgj_RWjvYSzR.Kx,gN gSyWKJT,1,503.79.544.07,,,,log_session_6649948535594099433,3,99,CXFT,10.0.0.1,United States,763,FLE,,,log_2,3658156591451,1722177245431697591,-131,,20,74,6,3,Network Activity: Traffic,400106,accept,,HoTrEhSyI,,7099-23-64,,,,,dTOAzGZOm,,,,notice,,,,,,,,rkAEKcsxT,,,mXVI,,,,,
6,traffic,8,86f6b5dd-b08b-4d69-a20c-853dbf1c014a,SAP,,Network Activity,4,Network Activity,4001,1,41,security,FortiGate,Fortinet,lwCh,VM-DEV04-APP,8e15da17-0f57-4f46-aed8-7a68de446bf5,CCYg8,192.168.0.6,QwlZLj LZrEGg,123,843,,traffic,-,local,1722177245431704672,FortiGate,Fortinet,15a13e7f-eb5d-41d4-9a8b-3db04a94ad8d,7.0.0,,agentSyslog,Mju_sxMeNCIM.um,fS IhUQGWY,2,352.81.06.67,KVn_IAhRkayO.om,SK RWAPEYz,0,217.25.614.34,,,,log_session_6649948535594099433,3,99,wDoq,198.51.100.3,Canada,868,wVX,,,log_2,8070515785904,1722177245431704672,-016,,42,43,7,9,Network Activity: Traffic,400106,accept,,wqLevhwcV,,9826-07-43,,,,,RlwQSgjOw,,,,notice,,,,,,,,nVSgUKLvD,,,PSiQ,,,,,
6,traffic,5,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,Stripe,,Network Activity,4,Network Activity,4001,1,00,security,FortiGate,Fortinet,ebtR,SRV-WEB02-QA,8b201ded-12c1-4a3b-8a36-df548fa0a745,PYgP4,172.16.0.5,kmYYBX NbQZyt,123,600,,traffic,-,local,1722177245431708894,FortiGate,Fortinet,0c8a1a13-61a1-4fb2-aa4a-c5fbaa5c06ae,1.3.7,,agentSyslog,JZw_BaPWWNlp.Nm,Xg khXphvv,1,261.29.06.58,liB_dhtwsgaD.Hp,XK AfKkukj,9,530.84.734.66,,,,log_session_6649948535594099433,3,99,KboN,192.168.1.1,Mexico,884,tem,,,log_2,7065524405159,1722177245431708894,-384,,42,50,1,3,Network Activity: Traffic,400106,accept,,SIztuZpAI,,5871-86-13,,,,,dLopslnHx,,,,notice,,,,,,,,KjODnjKRk,,,PaTV,,,,,
6,traffic,6,f54de0da-89e3-4f11-91de-3c7a7ad5e372,Snowflake,,Network Activity,4,Network Activity,4001,3,29,security,FortiGate,Fortinet,UdLm,CLUSTER-DB05-INT,0c8a1a13-61a1-4fb2-aa4a-c5fbaa5c06ae,AbpU1,192.0.2.7,iZPrEf WQpzcM,123,787,,traffic,-,local,1722177245431709476,FortiGate,Fortinet,8f03b7f1-f632-4a98-832c-99d1460b33ea,5.2.3,,agentSyslog,CoK_QjXPxvxg.ez,zI nKWMtGI,3,826.15.63.61,Gty_fNeayPGf.PT,TB nfDthCC,8,795.81.987.41,,,,log_session_6649948535594099433,3,99,yjSm,172.16.0.1,United States,700,woA,,,log_2,5025390477938,1722177245431709476,-836,,40,87,5,4,Network Activity: Traffic,400106,accept,,HQHNlwFPP,,5855-25-79,,,,,pSRwJrvHM,,,,notice,,,,,,,,PaWyYgxrz,,,QxDk,,,,,
6,traffic,3,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,AWS S3,,Network Activity,4,Network Activity,4001,3,6,security,FortiGate,Fortinet,vFXO,APP-APP01-PROD,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,Mzjg2,192.168.0.2,LlWEOs WuMHyx,443,2,,traffic,-,local,1722177246381699511,FortiGate,Fortinet,19a1d2a0-29e7-4bd4-86d5-11c137efbd0c,4.2.6,,agentSyslog,HjN_EsJQkoSE.EV,xB KIzpdaJ,6,466.32.99.65,TWk_EhVFmmsf.kM,Cl JUtmTAm,6,910.166.729.2,,,,log_session_6649948535594099433,3,99,aXUK,203.0.113.5,United States,3307,NjtjZ,,,log_2,3298474828422,1722177246381699511,-548,,7807,8382,62,62,Network Activity: Traffic,400106,server-rst,,zuLTJkjjC,,8344-97-68,,,,,BkMzXMlAo,,,,notice,,,,,,,,oNXlTmMxO,,,OUqM,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,syzCOTiS,,,log_session_1360832736339928265,3,,,,,,,,logVolume,metalog,,1722177270010741186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8206
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,eZEqVxFzt,,,log_session_1360832736339928265,3,,,,,,,,logVolume,metalog,,1722177270010751426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99,system,,,,3/9,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722177284754704924,FortiGate,Fortinet,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,6.6.0,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,3768826492614,1722177284754704924,-257,6,,,,,Base Event: Other,99,perf-stats,,,1,2087-19-19,inKWkZ-V742VIoqo,RAvgGT-Z250yrCXx,3,2,,1,57000,,notice,aCCRtQ rwFokUPuAGy EioWRVdmrl,31,"tynCXOFPgwK PATtAQNixX: QtapKsh obZ: 9, WThYdb:  41, jCmXmHTEUP epiIHfrQ:  5, FBJIX-elau: 2",,,,2,,337539,,,TpkQk,,fisE,P/m,
6,traffic,8,8b201ded-12c1-4a3b-8a36-df548fa0a745,Stripe,,Network Activity,4,Network Activity,4001,5,3,security,FortiGate,Fortinet,sgET,LB-LOAD02-DR,8e15da17-0f57-4f46-aed8-7a68de446bf5,dFUw,192.0.2.5,TGiViZUL,80,1,,traffic,-,local,1722177285841699136,FortiGate,Fortinet,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,0.6.4,,agentSyslog,Uqi_flKywZte.VC,Sg RhAxDzm,9,008.7.0.1,LZY_fwtsmLLH.XV,rz QUpuYzp,7,656.7.9.0,,,,log_session_6649948535594099433,3,99,zCch,10.0.0.3,United States,35598,xSeF,,,log_2,4140771790341,1722177285841699136,-301,,428,664,7,9,Network Activity: Traffic,400106,close,,UIFbMNDNK,,9697-99-16,,,,,tOhpZyLsK,,,,notice,,,,,,,,qGKxFzhIm,,,gavv,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,PjtOncMG,,,log_session_1360832736339928265,3,,,,,,,,logVolume,metalog,,1722177300009566659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9847
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,QdhkGRPWu,,,log_session_1360832736339928265,3,,,,,,,,logVolume,metalog,,1722177300009581485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
6,traffic,4,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,Datadog,,Network Activity,4,Network Activity,4001,1,0,security,FortiGate,Fortinet,kXak,VM-DEV04-APP,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,dPTl9,192.0.2.6,PtALDd OwICjt,443,1,,traffic,-,local,1722177319141704485,FortiGate,Fortinet,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,0.5.3,,agentSyslog,Drg_oWeTYQXy.oF,rZ SWjKfNE,1,393.71.65.18,cGb_yNyohfCs.FF,ZQ tvNsglF,8,364.892.156.9,,,,log_session_6649948535594099433,3,99,tWMz,203.0.113.8,Canada,0723,JCGus,,,log_2,6346072080723,1722177319141704485,-738,,67331,2247,17,23,Network Activity: Traffic,400106,server-rst,,sfyUKaweu,,8325-72-09,,,,,uSgOlZViH,,,,notice,,,,,,,,htJPVCJrj,,,BFky,,,,,
6,traffic,2,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,Atlassian,,Network Activity,4,Network Activity,4001,1,5,security,FortiGate,Fortinet,tDYg,DB-SQL03-TEST,81d09fe3-3560-47fb-b1a7-3035a8252bbd,gfHO4,203.0.113.8,hAZGMm zcHjKV,443,8,,traffic,-,local,1722177323671702388,FortiGate,Fortinet,49fe3192-6e6a-4a93-9a8c-bcf7c4f8729d,0.4.3,,agentSyslog,Mof_zcNzdjpa.Ct,wy lMOQXPn,3,491.35.38.33,eOk_BXeFqVKP.Hz,Sq OTEFKmA,5,557.925.724.3,,,,log_session_6649948535594099433,3,99,OlUa,192.0.2.2,Canada,0430,UdCyJ,,,log_2,9763834767839,1722177323671702388,-207,,68571,4903,50,49,Network Activity: Traffic,400106,close,,QwAZOzUKg,,7629-52-73,,,,,wLPHfBlUI,,,,notice,,,,,,,,jZYrjIAKd,,,PaWj,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,KqJaDoed,,,log_session_1363856015112318205,3,,,,,,,,logVolume,metalog,,1722177330018843054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,rSDujtIHY,,,log_session_1363856015112318205,3,,,,,,,,logVolume,metalog,,1722177330018854649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,traffic,6,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,SAP,,Network Activity,4,Network Activity,4001,0,86,security,FortiGate,Fortinet,Bxtn,GW-FW03-STAGE,81d09fe3-3560-47fb-b1a7-3035a8252bbd,unfJ8,198.51.100.5,RfdwwzdQ,514,176,699,traffic,-,local,1722177504641702758,FortiGate,Fortinet,cc17f250-7e74-4030-b965-e731d84396db,8.3.6,,agentSyslog,qIJ_zkwzwEMj.pr,Dd bpIAUPj,8,966.77.93.85,oOR_AkpXYVhb.Sy,Dv gCeXnRI,7,415.67.03.89,,3,9,log_session_6649948535594099433,3,99,qCBY,192.0.2.6,Russia,08771,AKvDLN,,,log_2,7004414965955,1722177504641702758,-581,,7,4539,5,22,Network Activity: Traffic,400106,accept,,OMfqItRjT,,4060-00-02,,,,,OHZkZDUXC,,,,notice,,,,,7,3166,,tkLDDzyXO,,,pwOD,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,NagMmGNU,,,log_session_1363856015112318205,3,,,,,,,,logVolume,metalog,,1722177510026029336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,VVDtIfaEm,,,log_session_1363856015112318205,3,,,,,,,,logVolume,metalog,,1722177510026119446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
99,system,,,,7/7,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722177584753229582,FortiGate,Fortinet,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,1.9.0,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,6949186841662,1722177584753229582,-821,5,,,,,Base Event: Other,99,perf-stats,,,5,4137-80-23,tFYInY-V917ocRhj,iKvDth-b512LdaZR,7,7,,3,20171,,notice,vPkdJR lMaZmfbZcYV DyKKUcPggm,99,"yzywGlRYhsf bbPteTIrkB: rYQSMgK BZb: 6, SvLThD:  12, GFUCShuvUA uCeXFQbL:  1, rQpBW-JCRm: 9",,,,5,,967522,,,nKcco,,Hmno,Z/r,
6,traffic,7,ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,Okta,,Network Activity,4,Network Activity,4001,1,7,security,FortiGate,Fortinet,efXf,SRV-WEB02-QA,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,wgIH,172.16.0.3,qvLyXtAE,80,1,,traffic,-,local,1722177585841703757,FortiGate,Fortinet,c47bdf19-daf1-4d46-9b6a-524ea68e833f,7.8.4,,agentSyslog,pIW_KqZJUeRh.cy,Fr YgAPdHw,5,516.2.4.5,NBX_DdHptUAq.DS,lk qJrvNuv,5,614.7.1.4,,,,log_session_6649948535594099433,3,99,Niji,172.16.0.7,United States,04617,QDPx,,,log_2,9209432843588,1722177585841703757,-051,,925,776,3,1,Network Activity: Traffic,400106,close,,YfxiFalVf,,1300-76-92,,,,,zBzaFjWAY,,,,notice,,,,,,,,jRgsSlLmT,,,InyD,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,mKRJXkvJ,,,log_session_1363856015112318205,3,,,,,,,,logVolume,metalog,,1722177600012701913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6307
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,RjjVMMQwk,,,log_session_1363856015112318205,3,,,,,,,,logVolume,metalog,,1722177600012713113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
6,traffic,2,6a271f0d-af67-4e3b-9dfe-39909bb3e376,Box,,Network Activity,4,Network Activity,4001,3,54,security,FortiGate,Fortinet,XfEj,APP-APP01-PROD,18754c7e-3b8b-49c7-9f0b-1b9c1d1c34eb,RnXP9,198.51.100.9,XNFKzlFW,514,383,,traffic,-,local,1722177767071697340,FortiGate,Fortinet,5b6359b4-7600-4b58-9c63-e06b23f9ab87,9.5.3,,agentSyslog,OaD_HgdfyzwC.vb,HT WEOgLwr,5,867.24.88.56,wrZ_xFXbMYgc.zX,pJ GJtRivU,8,173.04.41.84,,,,log_session_6649948535594099433,3,99,kUeE,10.0.0.3,United States,86789,shNCxy,,,log_2,5647610908358,1722177767071697340,-476,,2,8729,5,0,Network Activity: Traffic,400106,accept,,MLqOovSns,,0427-32-75,,,,,ULJzqDuhf,,,,notice,,,,,,,,idHqwcTqH,,,fQUm,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,QIFzYHiG,,,log_session_1358870376988725735,3,,,,,,,,logVolume,metalog,,1722177780019872738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,PvyqDSTfd,,,log_session_1358870376988725735,3,,,,,,,,logVolume,metalog,,1722177780019884184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,traffic,2,f073c7e0-8646-4f9a-90a2-1f02c051b289,Microsoft 365,,Network Activity,4,Network Activity,4001,0,3,security,FortiGate,Fortinet,NyCU,GW-FW03-STAGE,19a1d2a0-29e7-4bd4-86d5-11c137efbd0c,ddEL8,192.168.0.9,UftjoA KJHYIp,443,9,,traffic,-,local,1722177846551702789,FortiGate,Fortinet,9058a660-bbb7-4b63-b3fb-0a1c3dfb0d46,4.8.6,,agentSyslog,ose_xwTrtyiQ.NB,YV TklbJCT,8,305.21.30.31,gDG_ueNGLAUz.Kn,DR jfyVFXQ,6,902.866.996.2,,,,log_session_6649948535594099433,3,99,KIro,192.168.0.4,Canada,0867,WxXsf,,,log_2,8209383232344,1722177846551702789,-727,,7715,0207,87,02,Network Activity: Traffic,400106,server-rst,,eXzETGZgy,,0058-42-65,,,,,ApmJXZysC,,,,notice,,,,,,,,jynNrTpCf,,,KqMu,,,,,
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logBytes,,,,,,,,,,DUdMhPWm,,,log_session_1358870376988725735,3,,,,,,,,logVolume,metalog,,1722177870037516734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868
,,,,,,,,,,,,,FortiGate,Fortinet,,,,,,,,,,,-,,,,,,,logEvents,,,,,,,,,,aYFvGqzxK,,,log_session_1358870376988725735,3,,,,,,,,logVolume,metalog,,1722177870037601105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
6,traffic,4,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,Dropbox,,Network Activity,4,Network Activity,4001,6,11,security,FortiGate,Fortinet,lkwr,FW-EX01-DEV,883a35a5-4e3c-4a0c-a7f9-4f6a1a6b461e,zEAp2,10.0.0.1,lePYLhlJ,53,4322,757,traffic,-,local,1722177882891701288,FortiGate,Fortinet,0c8a1a13-61a1-4fb2-aa4a-c5fbaa5c06ae,2.6.6,,agentSyslog,hxr_QLcjyvaf.Zu,gd XYCtjpq,4,807.11.97.13,JMP_poTEAcIc.Wc,Tj qkGyQtm,2,077.23.6.5,,5,0,log_session_6649948535594099433,3,99,IiGV,198.51.100.1,United States,4252,RGN,,,log_2,4859227967064,1722177882891701288,-438,,26187,6536,760,677,Network Activity: Traffic,400106,accept,,mSpfmzoFK,,4118-44-77,,,,,txQqXCzUT,,,,notice,,,,,466,18,,QJBAXuRtc,,,AQgI,,,,,
99,system,,,,1/2,Uncategorized,0,Base Event,0,,,security,FortiGate,Fortinet,,,,,,,,,,system,-,system,1722177884762001121,FortiGate,Fortinet,e2a5f97c-2c65-404f-ae48-571354ca95f7,8.3.2,,agentSyslog,,,,,,,,,,,,log_session_6649948535594099433,3,99,,,,,,,,log_2,0465409408358,1722177884762001121,-661,0,,,,,Base Event: Other,99,perf-stats,,,3,3296-28-14,IICsNE-O846sTwZb,SCWYFY-c116BAtzo,1,1,,8,98757,,notice,ZxwbBR YafUMxnovpi lNEXgPJvUj,76,"lhEJvEMoYnK bQwOzIVicV: SwEUbrO qHm: 4, LyeIQF:  77, kOIBlaXPFn zftzIioS:  1, PzfZj-kYxS: 6",,,,9,,930138,,,NUuSR,,nkMW,c/L,
