CacheCacheStatus,CacheReserveUsed,CacheResponseBytes,CacheResponseStatus,CacheTieredFill,ClientASN,ClientCountry,ClientDeviceType,ClientIP,ClientIPClass,ClientMTLSAuthCertFingerprint,ClientMTLSAuthStatus,ClientRegionCode,ClientRequestBytes,ClientRequestHost,ClientRequestMethod,ClientRequestPath,ClientRequestProtocol,ClientRequestReferer,ClientRequestScheme,ClientRequestSource,ClientRequestURI,ClientRequestUserAgent,ClientSSLCipher,ClientSSLProtocol,ClientSrcPort,ClientTCPRTTMs,ClientXRequestedWith,ContentScanObjResults,ContentScanObjTypes,EdgeCFConnectingO2O,EdgeColoCode,EdgeColoID,EdgeEndTimestamp,EdgePathingOp,EdgePathingSrc,EdgePathingStatus,EdgeRateLimitAction,EdgeRateLimitID,EdgeRequestHost,EdgeResponseBodyBytes,EdgeResponseBytes,EdgeResponseCompressionRatio,EdgeResponseContentType,EdgeResponseStatus,EdgeServerIP,EdgeStartTimestamp,EdgeTimeToFirstByteMs,FirewallMatchesActions,FirewallMatchesRuleIDs,FirewallMatchesSources,OriginDNSResponseTimeMs,OriginIP,OriginRequestHeaderSendDurationMs,OriginResponseBytes,OriginResponseDurationMs,OriginResponseHTTPExpires,OriginResponseHTTPLastModified,OriginResponseHeaderReceiveDurationMs,OriginResponseStatus,OriginResponseTime,OriginSSLProtocol,OriginTCPHandshakeDurationMs,OriginTLSHandshakeDurationMs,ParentRayID,RayID,SecurityLevel,SmartRouteColoID,UpperTierColoID,WAFAction,WAFAttackScore,WAFFlags,WAFMatchedVar,WAFProfile,WAFRCEAttackScore,WAFRuleID,WAFRuleMessage,WAFSQLiAttackScore,WAFXSSAttackScore,WorkerCPUTime,WorkerStatus,WorkerSubrequest,WorkerSubrequestCount,WorkerWallTimeUs,ZoneName,cloudflare,dataSource.category,dataSource.name,dataSource.vendor,message,session,severity,thread,timestamp
hGdfHnZ,DfZGV,2467,244,False,970001523870317610,es,hVGwVGY,172.16.0.4,noRecord,,GdwdGXd,MD,6222,na.acme.cloud:443,POST,/oauth2/v1/authorize,HTTP/1.1,https://www.intellisphere.smart,https,VGVifZZ,/api/v1/stats,Apache-HttpClient/4.5.13 (Java/11.0.20.1),ECDHE-RSA-AES128-GCM-SHA256,TLSv1.3,61262,99,,[],[],DfZGV,MiV,161,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,2,1231,1,application/json,200,203.0.113.7,2426-42-26V26:41:24G,12,[GwnY],c4f78908-3834-4e96-8d5b-5a9b4b671951,[KnfVXfZZlGGVGH],4,172.16.0.3,4,4,16,,,12,244,16444444,VhVp2.2,4,4,4,46f14124VV1Z64Z4,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/stats,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3867,244,False,1234567901234567877,us,hVGwVGY,198.51.100.5,noRecord,,GdwdGXd,OR,6642,na.acme.cloud:443,POST,/audit/logs/access,HTTP/1.1,https://www.quantalin.analytics,https,VGVifZZ,/api/v1/products,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES256-GCM-SHA384,TLSv1.2,61416,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.acme.cloud:443,99,1362,0.75,application/json,200,203.0.113.6,2426-42-26V26:41:24G,222,[GwnY],8b201ded-12c1-4a3b-8a36-df548fa0a745,[KnfVXfZZlGGVGH],4,192.0.2.1,4,4,226,,,211,244,226444444,VhVp2.2,4,4,4,46f141222ffK4fhi,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/products,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3868,244,False,546543731354084447,us,hVGwVGY,192.168.0.7,noRecord,,GdwdGXd,OR,1624,ns.example.com:443,POST,/audit/logs/system,HTTP/1.1,https://www.quantalin.analytics,https,VGVifZZ,/api/v1/orders,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES256-SHA256,TLSv1.2,21162,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,sw.example.cloud:443,99,1362,0.75,application/json,200,203.0.113.2,2426-42-26V26:41:24G,216,[GwnY],d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,[KnfVXfZZlGGVGH],4,172.16.0.7,4,4,261,,,222,244,261444444,VhVp2.2,4,4,4,46f141226fhZ4fhi,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/settings,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2503,244,False,1092592592592592452,fr,hVGwVGY,203.0.113.2,noRecord,,GdwdGXd,PDL,1246,ns.example.com:443,POST,/oauth2/v1/introspect,HTTP/1.1,https://www.quantalin.analytics,https,VGVifZZ,/api/v1/users,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES128-SHA,TLSv1.3,64646,10,,[],[],DfZGV,lVC,121,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,20,1251,1,application/json,200,10.0.0.7,2426-42-26V26:41:24G,226,[GwnY],18754c7e-3b8b-49c7-9f0b-1b9c1d1c34eb,[KnfVXfZZlGGVGH],4,198.51.100.4,4,4,41,,,41,244,41444444,VhVp2.2,4,4,4,46f1412K11ih1411,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/stats,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3869,244,False,957826589073152541,us,hVGwVGY,8.8.8.8,noRecord,,GdwdGXd,OR,1624,na.acme.cloud:443,POST,/oauth2/v1/introspect,HTTP/1.1,https://www.synaptogen.synapse,https,VGVifZZ,/api/v1/stats,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES128-SHA,TLSv1.2,21411,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:22G,XZ,HfZfG,df,,4,na.acme.cloud:443,99,1362,0.75,application/json,200,203.0.113.3,2426-42-26V26:41:24G,142,[GwnY],d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,[KnfVXfZZlGGVGH],4,172.16.0.7,4,4,414,,,421,244,414444444,VhVp2.2,4,4,4,46f1412441V24fhi,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/users,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3883,244,False,955555555555555571,us,hVGwVGY,198.51.100.2,noRecord,,GdwdGXd,TX,6446,na.example.cloud:443,POST,/oauth2/v1/introspect,HTTP/1.1,https://www.ideapalooza.foundation,https,VGVifZZ,/api/v1/products,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES256-SHA256,TLSv1.3,64614,73,,[],[],DfZGV,ZXi,221,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,2,1231,1,application/json,200,198.51.100.3,2426-42-26V26:41:24G,61,[GwnY],ee05e1d1-e4a8-4ad2-a20f-c3d86b09127f,[KnfVXfZZlGGVGH],4,192.168.0.8,4,4,61,,,11,244,61444444,VhVp2.2,2,1,4,46f141224f14K1VZ,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/metadata,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2571,244,False,136688889887888772,nl,hVGwVGY,192.168.0.8,noRecord,,GdwdGXd,NH,2161,na.acme.cloud:443,GET,/security/logs/authentication-failures,HTTP/1.1,https://www.innovoid.space,https,VGVifZZ,/api/v1/notifications,Apache-HttpClient/4.5.13 (Java/11.0.20.1),DHE-RSA-AES256-GCM-SHA384,TLSv1.3,2621,7,,[],[],DfZGV,iMV,111,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.acme.cloud:443,121,1383,0.83,application/json,200,10.0.0.1,2426-42-26V26:41:24G,224,[GwnY],d1cc93b4-5d01-48c2-8309-903c8f1accc2,[KnfVXfZZlGGVGH],4,192.0.2.5,4,4,221,,,222,244,221444444,VhVp2.2,4,4,4,46f141212i1K4if6,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/categories,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,4196,244,False,1076256770860691142,us,hVGwVGY,192.168.0.9,noRecord,,GdwdGXd,WA,2264,na.example.cloud:443,GET,/security/logs/authentication-failures,HTTP/1.1,https://www.disruptionista.rebel,https,VGVifZZ,/api/v1/reviews,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES128-SHA,TLSv1.2,2111,5,,[],[],DfZGV,Vei,162,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.example.cloud:443,1661,2948,0,application/json,200,198.51.100.2,2426-42-26V26:41:24G,244,[GwnY],f719864a-d489-4483-b8a4-c235cf6f32e1,[KnfVXfZZlGGVGH],4,10.0.0.4,4,4,14,,,14,244,14444444,VhVp2.2,4,4,4,46f14122fV26Z112,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/auth,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2521,244,False,546543731354084447,us,hVGwVGY,198.51.100.3,noRecord,,GdwdGXd,OR,1646,na.acme.cloud:443,POST,/security/logs/authentication-failures,HTTP/1.1,https://www.disruptionista.rebel,https,VGVifZZ,/api/v1/orders,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES128-SHA,TLSv1.2,12111,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.acme.cloud:443,99,1362,0.75,application/json,200,172.16.0.7,2426-42-26V26:41:24G,211,[GwnY],d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,[KnfVXfZZlGGVGH],4,172.16.0.4,4,4,221,,,221,244,221444444,VhVp2.2,4,4,4,46f14122iif24fZh,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/auth,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3869,244,False,386420190842028418,us,hVGwVGY,172.16.0.4,noRecord,,GdwdGXd,OR,1642,na.example.cloud:443,POST,/audit/logs/access,HTTP/1.1,https://www.awesomium.awesome,https,VGVifZZ,/api/v1/products,Apache-HttpClient/4.5.13 (Java/11.0.20.1),ECDHE-RSA-DES-CBC3-SHA,TLSv1.2,24114,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:22G,XZ,HfZfG,df,,4,na.example.cloud:443,99,1362,0.75,application/json,200,203.0.113.3,2426-42-26V26:41:24G,11,[GwnY],1b20ecab-2b0a-442c-9b79-478cfb1df6e9,[KnfVXfZZlGGVGH],4,192.0.2.8,2,4,44,,,21,244,44444444,VhVp2.2,4,4,4,46f1412114214fZh,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/users,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2475,244,False,273750333259523741,ca,hVGwVGY,192.0.2.9,noRecord,,GdwdGXd,ON,6211,sw.example.cloud:443,POST,/audit/logs/network,HTTP/1.1,https://www.awesomium.awesome,https,VGVifZZ,/api/v1/settings,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES256-SHA256,TLSv1.3,14246,3,,[],[],DfZGV,wwG,21,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.example.cloud:443,2,1231,1,application/json,200,192.168.0.1,2426-42-26V26:41:24G,41,[GwnY],5b6359b4-7600-4b58-9c63-e06b23f9ab87,[KnfVXfZZlGGVGH],4,8.8.8.8,4,4,12,,,12,244,12444444,VhVp2.2,4,4,4,46f14124Khh1f221,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/auth,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2569,244,False,683006993006993165,us,hVGwVGY,1.1.1.1,noRecord,,GdwdGXd,VA,1122,ns.example.com:443,POST,/audit/logs/access,HTTP/1.1,https://www.innovoid.space,https,VGVifZZ,/api/v1/orders,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES128-SHA,TLSv1.2,61112,2,,[],[],DfZGV,KiV,642,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.example.cloud:443,113,1376,0.86,application/json,200,172.16.0.8,2426-42-26V26:41:24G,61,[GwnY],9058a660-bbb7-4b63-b3fb-0a1c3dfb0d46,[KnfVXfZZlGGVGH],4,203.0.113.5,4,4,11,,,11,244,11444444,VhVp2.2,4,4,4,46f141211K212412,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/metadata,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2479,244,False,1234567901234567877,us,hVGwVGY,203.0.113.2,noRecord,,GdwdGXd,VA,6261,na.acme.cloud:443,POST,/oauth2/v1/authorize,HTTP/1.1,https://www.intellisphere.smart,https,VGVifZZ,/api/v1/categories,Apache-HttpClient/4.5.13 (Java/11.0.20.1),ECDHE-RSA-AES128-GCM-SHA256,TLSv1.3,21141,6,,[],[],DfZGV,KiV,112,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,2,1231,1,application/json,200,10.0.0.5,2426-42-26V26:41:24G,212,[GwnY],14e8d26d-62df-4bb2-9440-5abbe9d50024,[KnfVXfZZlGGVGH],4,203.0.113.2,4,4,222,,,222,244,222444444,VhVp2.2,4,4,4,46f141226ii441Zh,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/products,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2485,244,False,957826589073152541,us,hVGwVGY,1.1.1.1,noRecord,,GdwdGXd,WA,441221,sw.example.cloud:443,POST,/security/logs/authorization,HTTP/1.1,https://www.imaginariumlabs.io,https,VGVifZZ,/api/v1/products,Apache-HttpClient/4.5.13 (Java/11.0.19),CHACHA20-POLY1305-SHA256,TLSv1.2,24616,9,,[],[],DfZGV,Vei,162,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.example.cloud:443,20,1250,1,application/json,200,8.8.8.8,2426-42-26V26:41:24G,221,[GwnY],d22f6f8c-2a34-4fc2-9a08-17f442e3d86d,[KnfVXfZZlGGVGH],4,203.0.113.1,4,4,222,,,222,244,222444444,VhVp2.2,4,4,4,46f141211h22242f,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/stats,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3902,244,False,410370370370370359,us,hVGwVGY,192.0.2.4,noRecord,,GdwdGXd,CA,1646,na.acme.cloud:443,POST,/audit/logs/access,HTTP/1.1,https://www.flimflam.biz,https,VGVifZZ,/api/v1/reviews,Apache-HttpClient/4.5.13 (Java/11.0.20.1),DHE-RSA-AES256-GCM-SHA384,TLSv1.3,14666,3,,[],[],DfZGV,VZl,666,2426-42-26V26:41:22G,XZ,HfZfG,df,,4,na.acme.cloud:443,20,1250,1,application/json,200,192.168.1.1,2426-42-26V26:41:24G,211,[GwnY],ea78a2e2-6901-49eb-9f8c-f6db42e835f8,[KnfVXfZZlGGVGH],4,203.0.113.4,4,4,246,,,22,244,246444444,VhVp2.2,2,1,4,46f141212Zf6ZV66,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/stats,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3868,244,False,386420190842028418,us,hVGwVGY,198.51.100.7,noRecord,,GdwdGXd,OR,1624,ns.example.com:443,POST,/oauth2/v1/authorize,HTTP/1.1,https://www.synaptogen.synapse,https,VGVifZZ,/api/v1/reviews,Apache-HttpClient/4.5.13 (Java/11.0.20.1),ECDHE-RSA-DES-CBC3-SHA,TLSv1.2,21162,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,99,1362,0.75,application/json,200,172.16.0.1,2426-42-26V26:41:24G,262,[GwnY],f719864a-d489-4483-b8a4-c235cf6f32e1,[KnfVXfZZlGGVGH],4,198.51.100.1,4,4,216,,,16,244,216444444,VhVp2.2,4,4,4,46f14124116f4fhi,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/stats,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3871,244,False,1076256770860691142,us,hVGwVGY,192.168.1.1,noRecord,,GdwdGXd,OR,1624,na.example.cloud:443,POST,/security/logs/intrusion-detection,HTTP/1.1,https://www.disruptionista.rebel,https,VGVifZZ,/api/v1/settings,Apache-HttpClient/4.5.13 (Java/11.0.20.1),DHE-RSA-CHACHA20-POLY1305,TLSv1.2,11111,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,99,1362,0.75,application/json,200,10.0.0.5,2426-42-26V26:41:24G,16,[GwnY],04c6f792-cda4-4f9b-95e8-d0edf8dfbe5a,[KnfVXfZZlGGVGH],4,192.168.0.8,4,4,41,,,14,244,41444444,VhVp2.2,4,4,4,46f14121VhZV4fhi,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/products,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3871,244,False,1061718373779981336,us,hVGwVGY,203.0.113.3,noRecord,,GdwdGXd,OR,1624,sw.example.cloud:443,POST,/oauth2/v1/introspect,HTTP/1.1,https://www.quantalin.analytics,https,VGVifZZ,/api/v1/reviews,Apache-HttpClient/4.5.13 (Java/11.0.20.1),ECDHE-RSA-AES128-GCM-SHA256,TLSv1.2,11111,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:22G,XZ,HfZfG,df,,4,ns.example.com:443,99,1362,0.75,application/json,200,172.16.0.8,2426-42-26V26:41:24G,164,[GwnY],6a271f0d-af67-4e3b-9dfe-39909bb3e376,[KnfVXfZZlGGVGH],4,127.0.0.1,4,4,112,,,212,244,112444444,VhVp2.2,4,4,4,46f141261V144fhi,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/products,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2521,244,False,1229878549335981762,us,hVGwVGY,192.0.2.3,noRecord,,GdwdGXd,OR,1624,ns.example.com:443,POST,/oauth2/v1/authorize,HTTP/1.1,https://www.synaptogen.synapse,https,VGVifZZ,/api/v1/notifications,Apache-HttpClient/4.5.13 (Java/11.0.20.1),DHE-RSA-AES256-GCM-SHA384,TLSv1.2,26411,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,99,1362,0.75,application/json,200,198.51.100.8,2426-42-26V26:41:24G,246,[GwnY],f719864a-d489-4483-b8a4-c235cf6f32e1,[KnfVXfZZlGGVGH],4,172.16.0.1,4,4,14,,,14,244,14444444,VhVp2.2,4,4,4,46f1412KVh1V61V1,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/users,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3870,244,False,683006993006993165,us,hVGwVGY,172.16.0.6,noRecord,,GdwdGXd,OR,1642,sw.example.cloud:443,POST,/security/logs/authorization,HTTP/1.1,https://www.awesomium.awesome,https,VGVifZZ,/api/v1/stats,Apache-HttpClient/4.5.13 (Java/11.0.20.1),RC4-SHA,TLSv1.2,22141,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.acme.cloud:443,99,1362,0.75,application/json,200,203.0.113.6,2426-42-26V26:41:24G,264,[GwnY],883a35a5-4e3c-4a0c-a7f9-4f6a1a6b461e,[KnfVXfZZlGGVGH],4,10.0.0.6,4,4,216,,,16,244,216444444,VhVp2.2,4,4,4,46f141221K1661V1,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/metadata,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3868,244,False,1229878549335981762,us,hVGwVGY,192.0.2.2,noRecord,,GdwdGXd,OR,1621,na.acme.cloud:443,POST,/audit/logs/access,HTTP/1.1,https://www.flimflam.biz,https,VGVifZZ,/api/v1/categories,Apache-HttpClient/4.5.13 (Java/11.0.20.1),RC4-SHA,TLSv1.2,22141,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.acme.cloud:443,99,1362,0.75,application/json,200,203.0.113.1,2426-42-26V26:41:24G,11,[GwnY],86f6b5dd-b08b-4d69-a20c-853dbf1c014a,[KnfVXfZZlGGVGH],4,203.0.113.3,4,4,11,,,12,244,11444444,VhVp2.2,4,4,4,46f14121411261V1,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/settings,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3868,244,False,386420190842028418,us,hVGwVGY,127.0.0.1,noRecord,,GdwdGXd,OR,1624,sw.example.cloud:443,POST,/audit/logs/system,HTTP/1.1,https://www.awesomium.awesome,https,VGVifZZ,/api/v1/settings,Apache-HttpClient/4.5.13 (Java/11.0.20.1),CHACHA20-POLY1305-SHA256,TLSv1.2,26121,7,,[],[],DfZGV,hiV,42,2426-42-26V26:41:22G,XZ,HfZfG,df,,4,na.example.cloud:443,99,1362,0.75,application/json,200,10.0.0.4,2426-42-26V26:41:24G,111,[GwnY],a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,[KnfVXfZZlGGVGH],4,198.51.100.4,4,4,111,,,216,244,111444444,VhVp2.2,4,4,4,46f14126ii1K61V1,GKK,112,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/settings,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3835,244,False,1515873019366026880,us,hVGwVGY,198.51.100.9,noRecord,,GdwdGXd,,22114,na.acme.cloud:443,POST,/security/logs/intrusion-detection,HTTP/1.1,https://www.imaginariumlabs.io,https,VGVifZZ,/api/v1/categories,Apache-HttpClient/4.5.13 (Java/11.0.11),CHACHA20-POLY1305-SHA256,TLSv1.2,1444,11,,[],[],DfZGV,hij,661,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.acme.cloud:443,20,1251,1,application/json,200,192.0.2.7,2426-42-26V26:41:24G,14,[GwnY],a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,[KnfVXfZZlGGVGH],4,198.51.100.7,4,4,46,,,22,244,46444444,VhVp2.2,4,4,4,46f14122fVi144fV,GKK,111,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/categories,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,3893,244,False,957826589073152541,us,hVGwVGY,172.16.0.9,noRecord,,GdwdGXd,,26112,na.example.cloud:443,POST,/oauth2/v1/introspect,HTTP/1.1,https://www.flimflam.biz,https,VGVifZZ,/api/v1/notifications,Apache-HttpClient/4.5.13 (Java/11.0.11),DHE-RSA-AES256-GCM-SHA384,TLSv1.2,1444,11,,[],[],DfZGV,hij,661,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,113,1376,0.86,application/json,200,198.51.100.8,2426-42-26V26:41:24G,241,[GwnY],06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,[KnfVXfZZlGGVGH],4,198.51.100.4,4,4,241,,,224,244,241444444,VhVp2.2,4,4,4,46f14122V4f144fV,GKK,111,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/products,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2469,244,False,1218395085905671888,us,hVGwVGY,172.16.0.5,noRecord,,GdwdGXd,OR,6261,na.example.cloud:443,POST,/audit/logs/system,HTTP/1.1,https://www.quantalin.analytics,https,VGVifZZ,/api/v1/notifications,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES256-SHA256,TLSv1.3,14246,10,,[],[],DfZGV,Vei,162,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,na.example.cloud:443,2,1231,1,application/json,200,192.168.0.3,2426-42-26V26:41:24G,264,[GwnY],7f71a485-499e-42f5-9c49-1e2e4cb4870f,[KnfVXfZZlGGVGH],4,1.1.1.1,4,4,241,,,246,244,241444444,VhVp2.2,4,4,4,46f14126641h241V,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/metadata,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
hGdfHnZ,DfZGV,2468,244,False,151587301936602688,us,hVGwVGY,10.0.0.2,noRecord,,GdwdGXd,TX,6211,sw.example.cloud:443,POST,/audit/logs/system,HTTP/1.1,https://www.synaptogen.synapse,https,VGVifZZ,/api/v1/metadata,Apache-HttpClient/4.5.13 (Java/11.0.20.1),AES256-SHA256,TLSv1.3,24621,9,,[],[],DfZGV,VDD,111,2426-42-26V26:41:24G,XZ,HfZfG,df,,4,ns.example.com:443,2,1231,1,application/json,200,172.16.0.6,2426-42-26V26:41:24G,61,[GwnY],63547fc9-049d-4e7e-8b3f-68e5b18a0e44,[KnfVXfZZlGGVGH],4,192.0.2.5,4,4,11,,,11,244,11444444,VhVp2.2,4,4,4,46f1412161i42V21,GKK,4,4,GdwdGXd,4,4,,GdwdGXd,4,,,4,4,4,GdwdGXd,DfZGV,4,4,/api/v1/products,VfGV,security,Cloudflare,Cloudflare,-,log_session_6713275230968868244,3,default,1706112430000000000
