Action,Application,Bytes,Bytes_Received,Bytes_Sent,Category,Content-Threat_Type,Destination_IP,Destination_Port,Destination_User,Destination_Zone,Direction,Elapsed_Time,Flags,Inbound_Interface,Log_Action,NAT_Destination_IP,NAT_Destination_Port,NAT_Source_IP,NAT_Source_Port,Outbound_Interface,Packets,Protocol,Session_ID,Source_IP,Source_User,Source_Port,Source_Zone,Traffic,Rule_Name
allow,snmp,3359,3359,3359,any,,10.134.88.210,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,97963,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3366,3366,3366,any,,10.134.128.102,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,101509,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3358,3358,3358,any,,10.133.3.188,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,105414,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3359,3359,3359,any,,10.133.3.62,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,68497,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3373,3373,3373,any,,10.134.2.90,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,103494,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3359,3359,3359,any,,10.134.70.66,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,114449,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3367,3367,3367,any,,10.133.128.24,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,83551,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3370,3370,3370,any,,10.134.90.106,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,93423,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3362,3362,3362,any,,10.134.1.56,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,93456,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3366,3366,3366,any,,10.133.65.201,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,103983,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.133.131.160,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,96203,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3359,3359,3359,any,,10.133.4.230,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,92377,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.134.4.51,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,82007,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3363,3363,3363,any,,10.134.129.8,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,106338,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.193.227,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,112573,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.134.128.50,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,98756,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3329,3329,3329,any,,10.133.133.83,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,73663,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3341,3341,3341,any,,10.133.91.154,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,74326,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3326,3326,3326,any,,10.133.14.83,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,101064,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3329,3329,3329,any,,10.134.85.30,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,111496,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.134.88.185,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,103568,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3366,3366,3366,any,,10.134.87.67,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,97058,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.95.189,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,87517,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.134.88.13,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,103844,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3367,3367,3367,any,,10.134.87.59,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,101148,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3331,3331,3331,any,,10.134.85.153,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,92926,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3331,3331,3331,any,,10.134.85.241,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,100413,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.133.12.148,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,88745,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3332,3332,3332,any,,10.134.11.98,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,98482,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3369,3369,3369,any,,10.133.99.113,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,209382,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.99.10,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,88329,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.134.89.112,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,108686,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3360,3360,3360,any,,10.133.193.1,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,106452,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3371,3371,3371,any,,10.134.89.123,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,88639,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3355,3355,3355,any,,10.133.135.249,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,76999,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3364,3364,3364,any,,10.133.129.55,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,96236,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3373,3373,3373,any,,10.133.66.71,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,96515,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3351,3351,3351,any,,10.133.129.101,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,100911,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3365,3365,3365,any,,10.134.66.184,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,55000,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3371,3371,3371,any,,10.133.1.148,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,83341,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3361,3361,3361,any,,10.133.193.173,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,97473,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3367,3367,3367,any,,10.133.193.104,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,101484,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,3367,3367,3367,any,,10.134.86.152,161,,FWeth1-2_Zone,,3,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,22,udp,84510,172.21.221.122,horry\csmith,2339,CoreEth1-2_Zone,true,CoreToFW_Policy
alert,msrpc,"""""",any,SMB Fragment Packet Found(32332),0003C102241,,172.21.22.171,139,,VAdmin-Building,,2015/12/15 12:09:25,0x8000,ethernet1/14,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/18,informational,tcp,188528,172.21.3.11,,2923,VAdmin-ITConn,true,Admin_Outbound
allow,ping,1036,1036,1036,any,,172.16.1.255,0,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,icmp,94604,172.24.10.109,,0,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,snmp,53733,53733,53733,any,,66.153.196.126,161,,FWeth1-2_Zone,,2,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,594,udp,92533,172.21.221.122,horry\csmith,2348,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,3337,3337,3337,web-advertisements,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,10,tcp,93940,172.24.16.201,,1084,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,3454,3454,3454,web-advertisements,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,11,tcp,86605,172.21.32.135,,3375,VPlant-Building,true,Plant Inbound
allow,http-proxy,3900,3900,3900,business-and-economy,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,11,tcp,102428,172.24.16.201,,1080,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,4149,4149,4149,business-and-economy,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,14,tcp,101315,172.21.32.135,,3370,VPlant-Building,true,Plant Inbound
allow,rtmpt,5773,5773,5773,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,96879,172.24.16.201,,1082,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,4716,4716,4716,web-advertisements,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,12,tcp,95270,172.24.16.201,,1079,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,ms-sms,3437,3437,3437,unknown,,172.24.10.110,80,,VAdmin-ITConn,,0,0x0,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,13,tcp,236639,172.21.22.160,,2398,VAdmin-Building,true,Admin_Inbound
allow,http-proxy,1609,1609,1609,business-and-economy,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,101071,172.24.16.203,,1074,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1844,1844,1844,business-and-economy,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,12,tcp,98246,172.21.32.135,,3376,VPlant-Building,true,Plant Inbound
allow,rtmpt,5773,5773,5773,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,90907,172.24.16.203,,1073,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,ssl,2575,2575,2575,private-ip-addresses,,207.167.72.80,443,,FWeth1-2_Zone,,10,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,25,tcp,93916,192.168.76.201,,18447,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,7917,7917,7917,news-and-media,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,13,tcp,99850,172.24.16.203,,1076,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,2195,2195,2195,search-engines,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,96747,172.24.16.203,,1075,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,2494,2494,2494,search-engines,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,13,tcp,83365,172.21.32.148,,2007,VPlant-Building,true,Plant Inbound
allow,snmp,375,375,375,any,,172.21.22.64,161,,VAdmin-Building,,21,0x0,ethernet1/14,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/18,3,udp,82835,172.24.15.198,,1040,VAdmin-ITConn,true,Admin_Outbound
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,93431,172.21.31.129,,54504,VPlant-Building,true,Plant Inbound
allow,dns,276,276,276,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,86981,172.21.31.129,,51940,VPlant-Building,true,Plant Inbound
allow,snmp,181,181,181,any,,10.133.83.226,161,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,2,udp,85543,192.168.76.162,,1067,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,102546,172.21.31.129,,59644,VPlant-Building,true,Plant Inbound
allow,dns,276,276,276,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,68283,172.21.31.129,,64991,VPlant-Building,true,Plant Inbound
allow,ssl,8513,8513,8513,business-and-economy,,172.24.17.155,443,,VPlant-ITConn,,66,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,19,tcp,91605,172.21.32.145,,4046,VPlant-Building,true,Plant Inbound
allow,http-proxy,6945,6945,6945,business-and-economy,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,12,tcp,90486,172.24.16.201,,1065,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,7320,7320,7320,business-and-economy,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,17,tcp,94472,172.21.32.135,,3368,VPlant-Building,true,Plant Inbound
allow,http-proxy,1491,1491,1491,business-and-economy,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,10,tcp,82396,172.24.16.201,,1063,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1672,1672,1672,business-and-economy,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,12,tcp,60175,172.21.32.135,,3367,VPlant-Building,true,Plant Inbound
allow,rtmpt,10085,10085,10085,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,18,tcp,104725,172.24.16.201,,1066,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,10085,10085,10085,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,18,tcp,80065,172.24.16.203,,1066,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,ssl,32565,32565,32565,private-ip-addresses,,172.17.1.250,8080,,FWeth1-2_Zone,,18,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,73,tcp,88489,172.24.16.201,,4565,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,rtmpt,5767,5767,5767,unknown,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,14,tcp,96576,172.24.16.201,,1067,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,active-directory,5777,5777,5777,any,,172.21.1.213,1026,,VAdmin-ITConn,,60,0x0,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,22,tcp,7883,172.21.21.137,,1259,VAdmin-Building,true,Admin_Inbound
allow,rtmpt,10266,10266,10266,unknown,,172.21.4.140,8080,,VAdmin-ITConn,,0,0x4,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,20,tcp,70904,172.21.23.238,,2722,VAdmin-Building,true,Admin_Inbound
allow,http-proxy,50401,50401,50401,web-advertisements,,172.17.1.253,8080,,FWeth1-2_Zone,,37,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,66,tcp,95085,172.21.17.233,horry\btodd,61036,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,flash,4796,4796,4796,personal-sites-and-blogs,,172.21.4.140,8080,,VPlant-ITConn,,1,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,16,tcp,57882,172.21.33.153,,2572,VPlant-Building,true,Plant Inbound
allow,web-browsing,59611,59611,59611,business-and-economy,,172.21.4.137,80,,VPlant-ITConn,,18,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,88,tcp,104957,172.21.32.148,,1975,VPlant-Building,true,Plant Inbound
allow,http-proxy,17070,17070,17070,web-advertisements,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,26,tcp,104840,172.24.16.201,,1044,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,web-browsing,3272,3272,3272,unknown,,172.24.16.102,8014,,VAdmin-ITConn,,0,0x0,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,10,tcp,110036,172.21.21.176,,4156,VAdmin-Building,true,Admin_Inbound
allow,dns,456,456,456,any,,172.17.1.252,53,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,2,udp,107018,172.21.1.211,horry\jfoxworth,49729,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,8524,8524,8524,streaming-media,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,13,tcp,103529,172.24.16.201,,1069,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,8967,8967,8967,streaming-media,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,19,tcp,105491,172.21.33.153,,2575,VPlant-Building,true,Plant Inbound
allow,http-proxy,3841,3841,3841,news-and-media,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,10,tcp,85711,172.24.16.201,,1073,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1561,1561,1561,computer-and-internet-info,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,99616,172.24.16.201,,1072,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,1802,1802,1802,computer-and-internet-info,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,12,tcp,97084,172.21.32.135,,3369,VPlant-Building,true,Plant Inbound
allow,http-proxy,2179,2179,2179,search-engines,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,90335,172.24.16.203,,1067,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,2478,2478,2478,search-engines,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,13,tcp,94085,172.21.32.148,,2005,VPlant-Building,true,Plant Inbound
allow,dns,315,315,315,any,,172.17.1.252,53,,FWeth1-2_Zone,,0,0x0,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,2,udp,94271,172.21.1.211,horry\jfoxworth,54055,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,dns,273,273,273,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,101726,172.21.31.129,,59006,VPlant-Building,true,Plant Inbound
allow,dns,276,276,276,any,,172.21.1.211,53,,VPlant-ITConn,,0,0x0,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,2,udp,103545,172.21.31.129,,57393,VPlant-Building,true,Plant Inbound
allow,http-proxy,13872,13872,13872,streaming-media,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,18,tcp,113190,172.24.16.201,,1070,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,14399,14399,14399,streaming-media,,172.21.4.140,8080,,VPlant-ITConn,,0,0x4,ethernet1/17,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/13,25,tcp,114013,172.21.33.153,,2576,VPlant-Building,true,Plant Inbound
allow,http-proxy,17630,17630,17630,web-advertisements,,172.17.1.250,8080,,FWeth1-2_Zone,,1,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,26,tcp,111845,172.24.16.201,,1045,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,2436,2436,2436,search-engines,,172.17.1.250,8080,,FWeth1-2_Zone,,0,0x4,ethernet1/1,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/2,9,tcp,97541,172.24.16.201,,1075,CoreEth1-2_Zone,true,CoreToFW_Policy
allow,http-proxy,2671,2671,2671,search-engines,,172.21.4.140,8080,,VAdmin-ITConn,,0,0x4,ethernet1/18,Syslog,0.0.0.0,0,0.0.0.0,0,ethernet1/14,12,tcp,102811,172.21.23.226,,3921,VAdmin-Building,true,Admin_Inbound
